a.ecor,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401
0,0.0,30.442895782304582,5266.732878340717,5396.549439603448,5349.045163433072,4961.360366809156,4756.195388195462,4094.6976500794162,4089.851744058568,4107.098050907785,4264.566469208005,3796.128550550756,3219.52285776535,3744.371372858342,3730.0565395497238,3321.0699582038756,3892.279057691159,3956.0742024731494,3778.0157167920065,3282.789904319285,3206.779846827673,3772.5879924897213,3819.7845449290767,3774.985005972672,3793.771972702568,3762.4689549275176,3762.015316037927,3352.49207851788,3278.2636052254556,3364.7237616896764,3263.806606529197,3366.346827388285,3792.4039579378737,3266.973783772631,3757.973343058735,3234.8800178713836,3252.8696679905242,3194.1735188072853,3259.9268899428657,3630.869928311407,3808.548868735833,3170.807330811631,3181.9768718317596,3925.56546894478,3226.6205974293243,3295.9104266203944,3547.666027760781,3324.0108560345993,3248.6431114600546,3666.3007116523577,3282.0309434697747,3149.2517458478796,3275.780113520985,3812.452273738646,3178.8817898219313,3124.873671555113,3813.7938313225786,3942.3198579746245,3851.920092695335,3874.093818347445,3783.32617579431,3733.4092538290497,3869.127934123609,3789.0615017614073,3940.809117088329,5389.67004486004,5386.005593673669,5406.98817755635,5407.839769467588,6103.387347428455,6384.444626655628,6269.9995868309525,5960.1038463078885,6426.708005565957,5933.022588195397,6432.903466302066,6432.063489169302,6111.141667562437,5783.041416297568,6108.005533608425,5444.743662630052,5472.5518005003405,5497.463482933269,5474.298098018174,4474.918940796432,4461.660012345184,4272.369322759669,4361.814522655539,4236.773852224188,4288.796299339299,4433.366280595867,4391.981457849118,4275.851444834502,4184.126357641666,4363.363065688926,4438.4657902508825,3172.0628640753994,2643.0102163730257,3160.688653012258,4526.229322669619,4703.817990285815,4587.937085022556,4581.882275480429,4533.05127311564,4568.835134345153,4606.830273807574,4569.189446784229,4544.239814656575,4568.108705717006,4583.069998763814,4563.724128780055,4577.275430540928,4543.391927659623,4582.29831026869,4656.1526059993375,4703.074244783524,4744.976471824927,4875.2512697923485,4828.02083291191,4931.466477218786,4707.557935478295,4841.518092176583,4751.143516778498,4728.063173562311,4850.167613956326,4673.169639873474,4699.896285358453,4739.25721422076,4459.363026947551,4226.223754995451,4424.871343876665,4327.748364002347,4315.375574627455,4457.488432179486,4397.827340147842,4432.5652081631115,5073.798581047572,5084.91248217537,5003.353516394213,5412.194802352961,5450.478484008112,5509.294031607668,5516.2208739471125,5343.581537852192,5390.446052541815,5394.423204948584,5420.816493385382,5416.554048765593,5400.908107657328,5418.506412546822,5385.288200246973,5424.857466839807,5474.601377902047,5361.3404439762135,5383.276373688913,5396.189823869353,5340.268180015138,5448.572592624793,5416.837395713826,5363.538431440577,5408.789474566918,5413.601735191485,5394.739549541819,5403.036233557012,5351.441262613883,5406.057203061682,5307.4007726469845,5412.289455948866,5399.449621100434,5320.680243788223,5350.5548330586325,5290.959190055271,5309.81596568294,5349.681951101811,4774.1070237817785,4762.2893147005825,4133.187195962082,4609.476144105199,4681.30382205876,4666.693484892795,4612.4393947208055,4600.925792759569,4772.054632321822,4774.561541055387,4618.06664872257,4592.824577026739,4645.642673015848,4767.381485710335,3742.778904069136,3967.4359614895393,4053.161732935812,4057.477852473036,4025.228740765689,4019.4488123500214,3685.431149698062,3768.352214672082,3922.182688988447,3627.031129836349,4008.2329640873104,4195.148815085102,4595.7852418636885,4632.865218506658,4455.804664638293,4540.283610675372,4879.058465679368,4719.593249548757,4710.437480983556,4525.490660420458,5299.018362846189,3159.8651138509604,2859.8657701640354,2774.4024496076327,5530.451053868894,5566.720574093838,5682.234661402664,5483.387042581677,5430.156669788676,5776.1101083266085,3684.9936186292302,3511.9677825705007,3613.413248570516,4194.831113935907,5224.977310647767,5358.952751802927,5242.508136912302,5372.6911799394875,5343.423495120746,5397.178156293969,5367.91815720762,5405.796119029046,5399.050036091883,5401.936096794675,5376.917474661386,5401.142085467555,5407.276503471223,5400.257169034293,5376.977431439024,5446.3553931703245,4435.162134825632,4194.3142682881235,4416.82304354373,4455.899035461634,3709.108888487536,3688.8243623872895,3164.104164811516,3166.993151505204,5255.539652830498,5189.820200988675,4966.872437954466,5436.852665140027,5437.862200676222,5097.2841007010675,5430.86543119068,5445.639455582454,5130.758607363628,4948.647657012104,5443.569021680883,5403.705897640954,5407.935363397028,5015.448894327349,5438.678809733626,5426.5173765958825,5096.579372116563,5140.80621892474,5343.074151354465,5394.995681204561,5103.658912029764,4956.03384991166,4990.652613209489,4939.477593253466,4992.745847191571,4951.857427567378,4805.540546653346,4965.2043680830175,5012.718472776121,4982.8284913691405,4872.257266368873,4954.734593882343,5002.700547976064,4837.049434835377,4868.743172054719,4816.326254440593,4996.924927445839,4667.4300166438115,4624.642858204999,4590.706017381705,4640.254602781374,4644.9315267270085,2472.121762936763,2666.00598459026,2502.6738044931994,2492.996175018268,2543.548500443472,2583.1716890655875,2517.1067749447693,2707.134862665175,2477.8991485398274,2476.271706242581,2539.4411445422197,5189.951068182817,5252.951958898042,5285.977480751169,4965.22438600264,5317.096058311062,5229.4464525268295,5386.582920918732,5317.568038493696,5415.610815265696,5116.114563876964,5328.1997040356855,5082.151952537486,5448.539076063539,5448.709744260139,5643.589948719376,5790.969009805516,5616.491900672737,5481.818384906736,5609.988318735943,5761.555700813034,3564.792326877162,3956.372241254478,5308.215472450877,5271.691822611702,4996.083356171528,5175.799534003476,5069.559052776651,5351.943635931295,5228.194833047213,5035.451081680963,5133.850700524923,4886.696647787099,4885.195592475044,4419.104125781283,5087.142265469095,5099.443521797203,5102.360553603565,5132.713163704532,5206.729481713138,4904.682744265954,4513.648495074078,4884.669420474897,4879.433083974883,5260.304751333952,5047.018176879269,5014.693900019601,5232.37496613907,5131.027114092292,4879.661795279662,4893.290120827038,4847.132871378114,5120.708333632781,5120.406958260519,4838.281357483985,3628.252703563792,3551.806367924708,3467.044195204207,3660.8909268933976,3416.8671141887953,5372.521445437612,5372.493036083039,5394.949949018073,5401.9186285428095,5404.176117427435,5344.9020982715765,5397.4340215700295,5423.212894851972,5350.4155393081965,5383.02410676382,5374.1583287901,5391.833702329324,5388.411011170418,5498.167876335644,5396.501480478015,5379.840051581696,5383.035582654808,5316.52243321714,5275.290886766291,5128.501883511579,5146.576827737871,5138.665991288305,2313.3995252214454,2299.5080613038344,2441.709110914397,2303.040546107017,2307.4646656470172,2335.7677970721916,2539.4847814256104,2332.0681195990874,4341.108843057888,4228.719792084015,4448.674349016651,4460.946429798862,4267.857409362521,4390.393792275431,4470.7850794059705,4501.29639352761,4426.563730694282,5161.999292384216,5195.182116129385,3739.6572965073397,3355.782543611053,3314.0054540162064
1,30.442895782304582,0.0,5236.422037125453,5366.323830275102,5318.763526073547,4931.487745036373,4726.34287853746,4069.1499140829324,4064.1892113911526,4081.5233203438906,4238.913699014034,3772.845796920492,3197.1022280843295,3721.1621242062965,3706.9794499719546,3298.786301239685,3868.8928468703557,3932.702732194044,3754.5476384381377,3260.4661864938325,3183.77162041973,3749.4671472009445,3796.4587059474893,3751.8720520898482,3770.6165742162475,3739.269684641755,3738.921965242562,3329.3541383953893,3255.7739673158217,3342.511074830776,3241.389754269664,3342.615813859316,3768.9067206180107,3244.63676346071,3734.6932651718357,3211.4681515222005,3230.3165589874093,3170.970577621572,3237.6035417258126,3606.830603167885,3784.949590628021,3147.5498012551802,3158.912979454491,3902.2022898766313,3204.310282480493,3273.464736671114,3525.250291680544,3301.506874470664,3226.359394818953,3643.6799667716955,3259.6257623341667,3126.900870465304,3253.387995673135,3789.138687872553,3155.844486735982,3101.7368891449205,3784.9908747952954,3913.646547583005,3823.112326612422,3845.2940247963556,3754.386971290445,3705.503896613325,3840.3627586076627,3760.1679138764243,3911.5517640488165,5359.91534159549,5356.2430967624,5377.210496085686,5377.691654390606,6073.062187773908,6354.136787324366,6239.773107055976,5929.788695058779,6396.426588234974,5902.6609940101325,6402.620318116878,6401.773619503999,6080.821476597383,5752.783844031085,6077.756308788252,5414.3655593494195,5442.187923878363,5467.116482861832,5443.924958407255,4481.86050307759,4468.694775141673,4241.986046708589,4331.424732527021,4206.350735398515,4258.498528562252,4403.021242445218,4361.599040844937,4245.55149763248,4153.739638993409,4332.955248039502,4408.077094631664,3143.9547842201177,2615.1940154871745,3133.2281415730613,4495.786650395207,4673.396875773401,4557.494198846903,4551.439409560509,4502.609201122022,4538.392377213274,4576.387633438752,4538.74735024656,4513.871425815686,4537.665886361899,4552.65728217341,4533.282280985532,4546.832941141838,4512.949057712741,4551.892728276361,4625.775783671779,4672.65132613106,4714.553913641197,4844.817347488526,4797.578981810794,4901.077985931389,4677.123101292243,4811.077197003882,4720.7027830168645,4697.629546522995,4819.72545530525,4642.732302649725,4669.455528441337,4708.818400593097,4429.342622618246,4196.668213441632,4394.867770925639,4297.846860740993,4285.614350654542,4427.44056535209,4367.856621491206,4402.898274468204,5043.407643817819,5054.472055846851,4972.923597542127,5382.50590428163,5420.792401267678,5479.546069146511,5486.459347768351,5313.893561550582,5360.9146891273485,5364.872983556088,5391.263846862522,5386.991542970777,5371.357409262147,5388.951841382494,5355.732381667351,5395.283176671752,5444.969962641982,5331.740085773333,5353.701466397141,5366.589716681402,5310.561502276712,5418.967058628698,5387.284050899369,5333.817270218393,5379.222875083749,5384.039330173941,5364.521837237372,5372.790151485241,5321.187063886781,5375.830229701952,5277.14373754361,5382.042280865824,5369.194789064603,5291.677614560749,5321.185106415952,5261.7047562877715,5280.8682858892,5320.361544854445,4743.709331139632,4731.911561490752,4102.84246287116,4579.0642066846,4650.921273865279,4636.276505481537,4582.033547904108,4570.51491336763,4741.691052811323,4744.212194763219,4587.718239319582,4562.463001996259,4615.304255576909,4737.024563251728,3712.3363584397875,3937.0029059034996,4022.7364962761417,4027.0818114741332,3994.7968135021206,3989.021037818937,3655.010864190251,3737.921250294462,3891.7520583329806,3596.588354448296,3977.8111770395967,4164.7129671315815,4565.564899504024,4602.9557302797075,4425.734627271893,4510.0406549708,4848.853205877884,4689.2811386006615,4680.189904873258,4495.370765645233,5269.092304540462,3130.5182338818963,2830.5741055817384,2745.786534324687,5500.008291613331,5536.304739396827,5651.891444714836,5452.944266988156,5399.721826963541,5745.6752708228505,3654.5766892775555,3481.529979941398,3583.020827475959,4164.784489638235,5195.648811692245,5329.4938246742395,5212.991846000538,5343.243774508292,5313.9909167544265,5367.223634750482,5337.887852947008,5375.837456486082,5369.080068517908,5371.981665251654,5346.940168010814,5371.136867966204,5377.242820842886,5370.300341166574,5347.018876390005,5416.362683175205,4407.9417865762925,4166.761556522388,4388.58773987646,4428.935295875883,3684.0333836528334,3663.7503986959296,3139.944262228122,3142.739120322413,5225.770663417937,5159.830720915493,4936.762130606307,5406.959614279671,5407.990858487728,5067.370619037982,5400.946855280389,5415.751970933222,5100.75575735445,4918.55134428124,5413.687037909885,5373.779784063819,5377.979010343319,4985.418038716037,5408.804569965953,5396.606052720971,5066.652547576487,5110.96563749622,5313.131607827018,5365.079601423898,5073.2434683107795,4925.688786947509,4960.209962409349,4909.140944196962,4962.326753618004,4921.419496243034,4775.123350412563,4934.790054802382,4982.3101655240935,4952.486758542558,4841.834616819978,4924.344075703335,4972.338382023576,4806.657871234634,4838.363441963311,4785.9324421315,4966.487383702045,4638.272785134888,4595.258581852023,4561.190025222238,4610.585209554473,4615.123016330932,2446.9355895468984,2640.740957333645,2477.5480601260965,2467.712185422625,2519.0684421612405,2558.706867366219,2491.383259579008,2680.270030037707,2453.0630114377445,2451.012190547917,2514.5015623280906,5159.7061408617665,5222.949669822428,5255.774256541539,4934.978695017053,5286.8739436471515,5199.306595970675,5356.487271698174,5287.507047097842,5385.516306101088,5085.796399050707,5298.123563016069,5051.841127866775,5418.8815284813145,5419.068360684846,5613.163842793537,5760.542354289805,5586.053990697178,5451.385987837287,5579.550020954466,5731.115277161709,3535.031282836907,3926.1160089118043,5277.844130304201,5241.3137991058065,4965.856305612669,5145.40229113433,5039.325171720337,5321.5010642914385,5197.820574942168,5005.298399191917,5103.496157256923,4857.511837720717,4855.9689769690785,4390.516493865568,5058.44740078155,5070.998198151166,5073.8704280001575,5103.740034941044,5177.647008648078,4875.518612336717,4486.720708139184,4855.574776494534,4850.291340746678,5231.2720480767675,5018.621672055626,4985.890725530902,5204.350502065367,5102.475108309431,4850.460770046716,4864.084984881461,4818.829581572159,5092.289780912399,5091.810512321696,4808.980862479114,3602.0222417797695,3525.0703598079913,3439.6658350743205,3635.02753003877,3389.433862210265,5342.246697615329,5342.070835919177,5364.659005595631,5371.643146895505,5373.818889927963,5314.638705772527,5367.156985738441,5392.815776275631,5320.062483109738,5352.752026510487,5343.766367904948,5361.546000050312,5358.138631982083,5467.836223376555,5366.087426651281,5349.563153990226,5352.625854669205,5286.221687219665,5245.688897793263,5098.976798412838,5117.043313536595,5109.147112107043,2286.9570474838733,2273.0196513912556,2413.4093797680553,2276.5643204762123,2281.0983034286955,2309.1957581216334,2511.4700756006964,2305.9061000413576,4310.68236895179,4198.280717207699,4418.232962930603,4430.5068950576815,4237.414515721932,4359.951340612808,4440.347349535717,4470.855856815257,4396.136251283045,5131.564965702658,5164.832382188537,3710.593384100191,3327.0692410579204,3284.5900695249197
2,5266.732878340717,5236.422037125453,0.0,179.8896577300201,94.35035801198873,552.0582330142071,692.2485469034879,2341.1005723482604,2317.625130447239,2331.2341123675633,2267.5955781411426,2870.035394572347,3195.5238227799,2897.258632183622,2923.8409958837033,3177.4680383641894,2826.3492104833235,2813.6726229478672,2842.7495131805013,3185.4345379963693,3119.252433319225,2904.5542607721354,2856.0302469975763,2905.2608038069693,2892.8509421456283,2893.849738368314,2912.168115731516,3041.619690477967,3163.7070051592686,3172.687793273303,3179.325771155562,2946.966633714152,2833.4654171313455,3189.334254417606,2881.1968368893918,3050.359003775829,3164.3633757804105,3097.4984888685417,3193.8340488286203,2792.541055749981,2810.746345073171,3100.153419889558,3122.041119019923,2822.365248905045,3208.020383793218,3163.417131797895,3084.210930223825,3144.869814896977,3203.503581426732,3017.4955949018236,3174.2330049682328,3232.3768217371567,3178.3689998888044,2860.1733338336344,3127.0334990728684,3137.051050325744,1746.6555177885427,1681.8348980082724,1716.2461505730053,1701.2724807227548,1739.5514886514343,2004.0202996440162,1713.3047733095189,1745.2942465674425,1536.5776845805392,1447.423438544747,1441.0656160804335,1433.9154964256657,1106.044479971403,837.0415701728144,1117.7258129351555,1011.7399886990291,693.4095582125595,1161.0517537823876,673.4569939719793,1167.1260749143312,1165.8937754564845,844.5675500745618,523.0298833854397,846.9062437498073,221.72823659402513,228.8779160859693,239.83429182839984,240.16317190484136,7009.830100815981,7012.73803792131,1003.0780927993911,916.988896873606,1058.7741151727535,978.1230987009192,835.3104834087613,884.5694191328178,991.0090662764235,1091.4516600080635,924.460514665511,841.1532915014225,2384.1639926349185,2858.3531077773396,2492.336161045922,838.700533773014,615.039683383981,796.3399796008575,796.3926278325234,825.5607234570181,817.4031021453786,769.2923430906419,794.4234488268091,729.7418984357722,806.1638077570911,716.8541323177055,796.9421179276629,791.9467830000399,829.2684770251956,711.2663528027165,622.6007233781779,618.6304648315264,781.9475086984647,501.06974611592256,582.9344791738583,368.23044724103175,763.6297838569308,563.5822903358151,631.7846658235632,754.5643863640084,615.8142565163542,776.8234869739042,736.2427379310703,721.0899604173347,869.2516154298821,1220.0885365162487,906.241212063868,1026.054211742824,1080.8967508917387,862.3241199836575,941.2531896603963,1016.52613125266,250.78032218117622,413.2695755177865,394.2502312505276,630.5069576392988,643.9061767000434,624.1965901747619,617.9896753825678,1486.835344880874,1598.5606553675786,1587.3366287260685,1591.0607646189708,1583.8547571188126,1588.289727191751,1589.3504127657127,1582.0267950005239,1577.9693818999297,1551.5191559001673,1548.8531940276982,1569.358156919903,1555.3551636150955,1473.2739436714287,1562.6896688375416,1589.792304342669,1466.8411930517066,1579.6437840401875,1583.3168248137115,1021.3531846725954,985.9850483867865,965.5434600499337,1011.8154413112503,955.7211091992972,986.4575612621322,973.3024251536741,1882.436827079527,1689.3776834629916,1745.4506488550142,1908.0189762704229,1717.6264821402142,827.1914007024734,873.3387209180936,1351.7727854146613,899.1966803672144,910.3511267134643,848.2600041491827,910.1005181067101,907.4544848663769,893.3759440268047,915.5350848751389,1001.9068909576882,998.4361539047544,999.775599349139,906.8361915521238,1575.4437810184793,1329.8006485975372,1238.9181274365747,1219.686880253778,1272.4504857730965,1273.9205210096366,1596.7551093232032,1521.9360599367867,1371.3057542876345,1679.55253398622,1280.2289603686354,1114.5296625564433,682.1437463949566,759.8755575421908,857.155368053993,732.5817417407525,413.72013032197043,547.1439962236228,563.5420786758308,776.5756743034318,429.39968261859724,2209.389062785972,2495.9384311973686,2653.119995368585,528.4096118734913,712.3776680802405,934.9075365606806,504.592185398535,573.3101428775662,758.7543246934365,1595.674954177594,1779.7970819589934,1659.524127144768,1110.847181962156,1696.0484721981811,1637.7534539598907,1586.433823146322,1647.1732914186557,1651.044613120622,1291.3542636452316,1218.0881206136773,1289.455902364482,1278.3060997522864,1292.3497737109196,1267.777419727125,1247.2773049424904,1222.178120126142,1289.9580154338184,1284.1618840057847,1268.1275401055211,1817.9535812677839,1822.847474867307,1521.9551079749488,1883.3527992673903,2578.614907679307,2587.3861674657715,2977.2020966292753,2962.425756665086,1418.005872261644,1237.6249822120578,1141.227687811645,1350.868817767698,1368.5424128065958,1301.9176225910358,1328.6069388670744,1357.3242988152754,1225.4778624428309,1158.1223064387673,1361.291831093054,1316.7384493507072,1291.8749293875173,1208.3795978023406,1366.4113221310326,1333.6854612929264,1291.1164222586715,1358.526313737765,1292.3426439982138,1323.4226694089975,647.4184902684572,850.2897990805108,523.7936388152232,869.7577055549684,666.7450411715126,597.5717968900155,761.3704199041949,692.8952635399869,694.1820384827898,848.2667468161825,708.1854219690222,760.2396037638251,805.2723446746894,807.8574083912313,817.9771472490364,813.2647695799418,579.4864255596358,1068.347733179381,995.4304585350703,960.8449119487686,860.7284237793782,794.9551729376485,3268.984144603048,3128.646871506072,3254.0898180070276,3244.569681346765,3293.806651193015,3270.1778723073735,3182.24718158716,2915.469279067088,3300.3473365838413,3258.695729972007,3248.503883411819,966.2064656222063,1229.610615165164,1023.6635753083252,992.6345740567845,1003.3782968785417,1092.6872360854093,1157.5829893135412,1181.3272833044175,1164.4445401869987,862.4179880075941,1167.85265285567,878.6806573851771,1527.830502038281,1538.8180120118016,474.15104826637923,600.6264195576715,501.67839284732884,383.6233887050498,499.5473050011413,629.3872289831104,1766.5814651441594,1312.3931394436338,122.61208201500214,130.53233632998857,295.6292866657348,200.26206920974417,226.20740803063904,425.2688963585001,127.29464332557508,310.2597624933007,154.4028360006786,964.4591741093786,944.7346051778768,1406.785031820672,1154.0548796018495,1261.488109586095,1242.4385697499984,1021.152981571651,964.4750820880263,968.7121330070407,1877.5233509496952,1007.8747912202098,987.3715505793515,992.0168026036183,1284.7204251624137,1113.039128920278,1435.210078521016,1215.0096041223037,958.9992312469307,952.4787296873855,1350.4650512389615,1272.1240270525482,1195.9146141075405,926.2504507625518,2402.155497484245,2351.009974006053,2287.3655184979248,2454.2785362149493,2312.006214745336,939.8652292682469,621.69616424914,919.8768715487496,944.4726764338006,805.8274605664293,951.6824650358373,941.2700621072207,717.0015571660915,803.861972129886,945.6769206262214,719.5375772626924,924.2011251874146,946.2747967294703,879.9120740760791,657.9893379379852,938.0448755040031,669.4801123960609,891.8582400328278,1535.3511958818544,1573.4462110307838,1568.8710467589003,1577.6181507548126,3265.3338448379404,3272.0939129328717,2982.6448421077152,3270.4117188399177,3276.961306599789,3235.715180579203,2925.311048352741,3276.719890575744,1074.6649788072934,1138.3995013900835,895.5024969691088,934.5216279662164,1075.7862217379127,956.0528592921693,934.3440599317986,895.3255703700818,1001.9267401037768,552.4136689680184,800.287297242968,1747.4285575734573,2135.1554024076527,2056.822045172199
