b.country,b.state,b.city,b.latitude,b.longitude,bit_capacity_min,bit_load_min,bit_capacity_mean,bit_load_mean,bit_capacity_max,bit_load_max,bit_capacity_std,flit_capacity_min,flit_load_min,flit_capacity_mean,flit_load_mean,flit_capacity_max,flit_load_max,flit_capacity_std,region
United States,AK,ANCHORAGE,61.188,-149.889,19600000000,755974880,19600000000.0,3372921290.227404,19600000000,7280024952,0.0,5978486584,263251904,7291467950.07734,887914684.6524298,7440000000,1793916800,220741612.22570923,US-AK
United States,AK,EAGLERIVER,61.194,-149.321,950000000,2144432,950000000.0,224147868.77340412,950000000,628875120,0.0,319200000,34540280,542420309.2776175,175798612.89068452,798000000,368403696,97223452.31473558,US-AK
United States,AL,HUNTSVILLE,34.739333333333335,-86.60233333333333,1030000000,23921664,2873195197.9683714,340418237.76059103,2930000000,1802911272,323596084.4539994,559200216,80098296,2052308682.837816,238755852.82788873,3358800000,657712680,441450422.0543344,US-TEN-TVA
United States,AL,MONTEVALLO,33.139,-86.888,950000000,0,950000000.0,0.0,950000000,0,0.0,0,0,0.0,0.0,0,0,0.0,US-SE-SOCO
United States,AL,ONEONTA,33.896,-86.489,950000000,8114232,950000000.0,52928665.35380353,950000000,139012520,0.0,319200000,37560888,476342363.6698603,74275656.69998845,478800000,158992728,19343246.675852843,US-SE-SOCO
United States,AR,BENTON,34.567,-92.635,950000000,0,950000000.0,33764622.301743045,950000000,273142296,0.0,0,0,1090044495.0414407,83506534.98880295,1117200000,425113280,134809458.04883483,US-MIDW-MISO
United States,AR,FAYETTEVILLE,35.99,-94.083,9800000000,0,9800000000.0,87682836.02170148,9800000000,793349384,0.0,0,0,712731212.3716958,27632780.573935125,720000000,186997752,55316487.16935185,US-CENT-SWPP
United States,AZ,PHOENIX,33.4455,-112.0455,950000000,6847152,16492440263.188272,803645691.3826619,20550000000,10949424168,5127568130.318657,0,95859672,9440965728.519913,1513842400.0341682,14523606144,9215361896,6200408290.997467,US-SW-SRP
United States,AZ,SCOTTSDALE,33.6015,-111.8225,128550000000,1657853504,135108928777.55974,10652566742.25834,138550000000,25457416608,4751036378.5606,13643197504,1056406896,18928418258.67344,4313402862.248182,19120590464,9439426432,558173949.6076338,US-SW-SRP
United States,AZ,TEMPE,33.376,-111.9215,2850000000,74166760,2850000000.0,653924600.3629228,2850000000,2108092408,0.0,576000000,78534288,1983017119.6657047,410715771.7188041,2016000000,857528744,107545856.90263972,US-SW-SRP
United States,AZ,TUCSON,32.222,-110.926,950000000,0,950000000.0,104096311.06268036,950000000,856789592,0.0,0,0,714100548.3430682,34149381.94805495,720000000,211538632,39918067.46486,US-SW-TEPC
United States,CA,ANAHEIM,33.844,-117.952,950000000,2601712,950000000.0,57642592.08311208,950000000,245848264,0.0,1296208,17478816,317476502.86967564,70489439.80514833,319200000,203987112,16842989.576151263,US-CAL-CISO
United States,CA,BERKELEY,37.8755,-122.2695,190000000,0,190000000.0,8423796.741082765,190000000,82568384,0.0,0,0,317252707.11947364,36425544.5162184,319200000,243412560,23909558.71123182,US-CAL-CISO
United States,CA,BURBANK,34.205,-118.334,39200000000,231172248,39200000000.0,2165170531.5655084,39200000000,10043276680,0.0,6824452600,186903024,8397854193.110931,1168941059.0114279,8640000000,4017828248,255192432.90775838,US-CAL-LDWP
United States,CA,CANOGAPARK,34.224,-118.632,950000000,52581528,950000000.0,262776005.4530763,950000000,596653232,0.0,460525560,20261080,714024836.9479395,72755694.92138982,720000000,281449208,36585427.801976,US-CAL-CISO
United States,CA,CAPITOLA,36.977,-121.955,950000000,0,950000000.0,13756274.350225095,950000000,265401288,0.0,0,0,158620164.91838855,19009063.530878447,159600000,191666304,12129837.793929856,US-CAL-CISO
United States,CA,CARLSBAD,33.15,-117.301,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-CAL-CISO
United States,CA,CHULAVISTA,32.626,-117.021,19600000000,399395872,19600000000.0,5932609836.587787,19600000000,9850700728,0.0,0,345514976,6292280087.108853,2052527301.6627035,6600000000,3787041936,412321976.6061653,US-CAL-CISO
United States,CA,CLAREMONT,34.128,-117.715,950000000,1901456,950000000.0,23256657.585593905,950000000,595766120,0.0,319200000,27480976,474618021.6377698,49195212.72076648,478800000,253167208,25239849.740896393,US-CAL-CISO
United States,CA,CUPERTINO,37.309,-122.089,29400000000,39072240,29400000000.0,874398852.1389818,29400000000,5702666248,0.0,2711400000,41979696,3574082804.5231442,209313823.0903844,3599400000,1226893576,115570439.97081175,US-CAL-CISO
United States,CA,ELKGROVE,38.352,-121.439,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-CAL-BANC
United States,CA,HAWTHORNE,33.914,-118.349,950000000,0,950000000.0,2117932.177767517,950000000,100687784,0.0,0,0,74358871.61768441,3347844.3744661203,192000000,58609248,93517359.59314121,US-CAL-CISO
United States,CA,IRVINE,33.68633579591366,-117.76058182307901,164550000000,664038376,370918555927.5078,29067052293.529724,530950000000,71499051848,157312266506.97617,6906061408,730867384,34161159825.867252,9737845237.710724,50995980800,22163617360,16735580722.857307,US-CAL-CISO
United States,CA,LAWNDALE,33.889,-118.351,95000000,0,95000000.0,7325445.786448113,95000000,82392856,0.0,0,0,158578514.5838624,25064695.60013852,159600000,131699096,12587693.746627225,US-CAL-CISO
United States,CA,LONGBEACH,33.769,-118.186,100000000,0,100000000.0,1093126.5787833314,100000000,1549320,0.0,0,0,238705143.26584324,1315341.7975297242,240000000,5623928,17374125.693941955,US-CAL-CISO
United States,CA,LOSANGELES,34.0525036393111,-118.26245516357201,4769722000000,303629402208,5173943976220.709,557315163200.1062,5295722000000,887788000952,86035977729.8502,1243821437544,218105846672,1447951109497.882,341433990645.526,1503027249056,490919734224,45077348734.92805,US-CAL-CISO
United States,CA,MARINADELREY,33.979,-118.448,95000000,0,95000000.0,4869697.558813344,95000000,73534848,0.0,0,0,158729996.71614915,20957677.309015352,159600000,188193544,11550809.2885921,US-CAL-LDWP
United States,CA,MERCED,37.283,-120.453,95000000,0,95000000.0,11627081.292854669,95000000,81626272,0.0,0,0,158322536.5245296,26302302.938935705,159600000,105743440,14100301.33875327,US-CAL-CISO
United States,CA,MILPITAS,37.449,-121.859,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-CAL-CISO
United States,CA,MONTEREY,36.582,-121.844,950000000,0,950000000.0,10170071.644464966,950000000,77899280,0.0,0,0,158660448.47189194,23167064.92254415,159600000,77826520,12054846.66711939,US-CAL-CISO
United States,CA,NEWARK,37.519,-122.045,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-CAL-CISO
United States,CA,OAKHURST,37.593,-119.408,950000000,14565904,950000000.0,120906173.57405056,950000000,296798176,0.0,480000000,8388704,717705109.9692947,38741459.91827311,720000000,246040424,22823994.30665541,US-CAL-CISO
United States,CA,ONTARIO,34.035,-117.592,10750000000,58973296,10750000000.0,1100542148.3947823,10750000000,3341952232,0.0,240000000,64852192,3810014682.794413,615344236.7466235,3840000000,1246410256,115574050.65012336,US-CAL-CISO
United States,CA,PALOALTO,37.444,-122.15,533720000000,31703375416,623289193120.1663,73169879662.1466,632440000000,119332977736,18606394679.188828,146284059792,26003282176,173698297824.9013,42502439959.38682,184874498960,65388405696,6529140127.645918,US-CAL-CISO
United States,CA,PASADENA,34.148,-118.144,950000000,0,950000000.0,53268183.56504675,950000000,823971784,0.0,0,0,474178181.0846127,70209761.22728847,478800000,223574720,30525249.173242383,US-CAL-CISO
United States,CA,PINEGROVE,38.402,-120.651,95000000,0,95000000.0,51791045.458617106,95000000,196394184,0.0,0,0,158036585.57081842,48073094.32205933,159600000,135440816,15528334.46498248,US-CAL-CISO
United States,CA,PLEASANTON,37.692,-121.894,0,0,197821475239.5244,15474925355.114857,423360000000,33761955904,111644309378.36479,0,0,15259440375.116241,5788879840.27427,26019552096,12278096968,8435694212.19559,US-CAL-CISO
United States,CA,RANCHOCORDOVA,38.581,-121.205,95000000,0,95000000.0,18189665.340874985,95000000,124976784,0.0,0,0,158704040.0480203,27265556.008772943,159600000,152425544,11781830.578398071,US-CAL-BANC
United States,CA,REDWOODCITY,37.492,-122.207,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-CAL-CISO
United States,CA,RIDGECREST,35.74,-117.454,95000000,0,95000000.0,0.0,95000000,0,0.0,0,0,0.0,0.0,0,0,0.0,US-CAL-CISO
United States,CA,RIVERSIDE,33.984,-117.33,950000000,16976560,950000000.0,499994696.80341685,950000000,981896288,0.0,0,15305824,1379002472.1237447,307831670.317442,1440000000,731658112,114721174.95550571,US-CAL-CISO
United States,CA,ROCKLIN,38.802,-121.249,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-CAL-CISO
United States,CA,SACRAMENTO,38.585,-121.488,19695000000,98750664,19695000000.0,1474702567.7007966,19695000000,9682531992,0.0,159600000,223132912,7529052481.804456,914407193.4470738,8199600000,3536497640,478141244.49308485,US-CAL-BANC
United States,CA,SANDIEGO,32.865,-117.182,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-CAL-CISO
United States,CA,SANFRANCISCO,37.75071428571428,-122.39871428571429,35250000000,115326472,35250000000.0,1027909605.9231213,35250000000,2849590424,0.0,3319371440,70739256,3977729516.1602216,340685415.7063373,3999600000,972485192,93046565.81755765,US-CAL-CISO
United States,CA,SANJOSE,37.280098254151255,-121.8352636435841,3111957000000,135526792872,3715103865520.028,281127039000.5292,3920957000000,513138375744,155825478137.49768,737144423352,99238726984,926603010404.078,168227094921.3695,986735321544,263273429848,43643867423.28995,US-CAL-CISO
United States,CA,SANLUISOBISPO,35.238,-120.621,95000000,0,95000000.0,16273265.844164839,95000000,206426376,0.0,0,0,158309735.46808264,29125254.58709454,159600000,106413904,14217868.79007448,US-CAL-CISO
United States,CA,SANMARTIN,37.092,-121.601,95000000,0,95000000.0,9260745.239293547,95000000,97679464,0.0,0,0,158683733.8778714,21966894.35345723,159600000,179347368,11928997.750769565,US-CAL-CISO
United States,CA,SANMATEO,37.558,-122.325,950000000,0,950000000.0,9593683.900727231,950000000,244668296,0.0,0,0,238910340.75031745,4104946.1350571397,240000000,122220288,15787031.876099013,US-CAL-CISO
United States,CA,SANTABARBARA,34.418,-119.711,950000000,0,950000000.0,7200223.469006118,950000000,73425888,0.0,0,0,116473093.92496826,20381410.87567817,240000000,102864288,119630432.02262487,US-CAL-CISO
United States,CA,SANTACLARA,37.365818181818184,-121.96872727272728,401800000000,7893449112,573198129978.0676,20823121347.532265,676200000000,60425265160,86677521229.05083,84124052280,9100292984,113378836567.17534,18311304386.387165,120962779264,33756553360,8991985661.979399,US-CAL-CISO
United States,CA,SANTAROSA,38.394,-122.743,1900000000,121509040,1900000000.0,695391904.8071107,1900000000,1513926248,0.0,428003944,34937032,715846189.2942399,183405700.76971027,720000000,478553472,29275019.818912514,US-CAL-CISO
United States,CA,SUNNYVALE,37.407714285714285,-122.02085714285714,21500000000,598418448,52130797645.15757,6022336044.969179,60700000000,33057921312,11303331952.519411,6490145968,1255659568,18206045337.432297,4240460002.630959,25007605376,13533293128,7926856299.304187,US-CAL-CISO
United States,CA,TUSTIN,33.736,-117.818,0,0,7898418561.699181,1416226128.7239985,8000000000,7327607936,895781973.7677666,0,0,2723318628.749394,682220270.516911,4485599232,2373218952,776260580.2467594,US-CAL-CISO
United States,CA,WESTSACRAMENTO,38.592,-121.546,950000000,2518040,950000000.0,399086853.6414637,950000000,795890264,0.0,0,10009888,1431733785.9845319,273479296.5254531,1440000000,570200592,50614366.528778136,US-CAL-CISO
United States,CA,YUBACITY,39.084,-121.691,95000000,0,95000000.0,8742179.2256724,95000000,141023976,0.0,0,0,158614111.37665936,20976339.20904998,159600000,132839016,12385528.310160443,US-CAL-CISO
United States,CO,BOULDER,40.015,-105.27,9800000000,25472624,9800000000.0,417352536.24564236,9800000000,2389064080,0.0,0,31862272,1357424273.7416599,149723720.95024818,1536000000,495045928,266792809.13337862,US-NW-PSCO
United States,CO,COLORADOSPRINGS,38.834,-104.821,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-NW-PSCO
United States,CO,DENVER,39.74977777777778,-104.98611111111111,258695000000,11960322848,265696971603.37067,46733851905.46185,266535000000,75552311976,2422504584.210069,19527898040,5937183272,58927277681.46739,19571673095.82639,63700578160,33007559368,2773793954.974624,US-NW-PSCO
United States,CO,ENGLEWOOD,39.574,-104.859,950000000,7136152,950000000.0,69534521.57451229,950000000,320770176,0.0,319200000,38378416,476273517.9942283,92398221.81599908,478800000,253604544,19665933.390551224,US-NW-PSCO
United States,CO,FORTCOLLINS,40.507,-105.014,950000000,2646448,950000000.0,49936084.282119356,950000000,353433768,0.0,0,2368448,677600217.4119819,19295317.402285583,720000000,189207496,91984484.1857151,US-NW-WACM
United States,CO,GRANDJUNCTION,39.072,-108.543,9800000000,67427232,9800000000.0,693616247.2196698,9800000000,3007146696,0.0,2078223744,30766576,3209500752.019393,201165227.85178345,3360000000,772941752,297867825.98827064,US-NW-PSCO
United States,CO,LITTLETON,39.542,-105.012,265440000000,2520972576,265440000000.0,23341101912.353687,265440000000,54781379144,0.0,42717525008,2077412856,49637508908.26365,10023057655.145792,52068783360,22054404272,1501220555.8978398,US-NW-PSCO
United States,CO,LOVELAND,40.373,-105.133,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-NW-PSCO
United States,CO,YUMA,40.088,-102.68,95000000,0,95000000.0,0.0,95000000,0,0.0,0,0,0.0,0.0,0,0,0.0,US-NW-WACM
United States,CT,EASTHARTFORD,41.781,-72.621,9800000000,14398224,9800000000.0,325417790.3654623,9800000000,2062236752,0.0,1680000000,10312088,2144856115.8157682,105220028.46404248,2160000000,516273400,61346487.63766943,US-NE-ISNE
United States,CT,HARTFORD,41.774,-72.703,160000000,0,160000000.0,15803591.95382662,160000000,91942208,0.0,0,0,191136868.2008542,17786018.57739813,192000000,185260976,12568631.085002786,US-NE-ISNE
United States,CT,MIDDLETOWN,41.563,-72.651,950000000,0,950000000.0,0.0,950000000,0,0.0,0,0,0.0,0.0,0,0,0.0,US-NE-ISNE
United States,DE,NEWARK,39.684,-75.75,950000000,2023328,950000000.0,50078612.37077225,950000000,508560200,0.0,475053608,4536712,716889525.377352,25115479.031282466,720000000,455837968,26698581.57872534,US-MIDA-PJM
United States,FL,ALTAMONTESPRINGS,28.666,-81.369,0,0,913921274.3853168,0.0,3800000000,0,1130879979.626551,0,0,0.0,0.0,0,0,0.0,US-FLA-FPC
United States,FL,BOCARATON,26.381,-80.105,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-FLA-FMPP
United States,FL,FORTMYERS,26.6045,-81.855,95000000,0,356872330.6014083,195509207.6463119,1995000000,1920392160,655003690.8317326,0,0,376696506.5496941,136269592.38046867,1755600000,1263735848,548243201.399214,US-FLA-FPL
United States,FL,GAINESVILLE,29.648,-82.344,9800000000,35486208,9800000000.0,561426656.4118665,9800000000,2326997960,0.0,1893456392,20078376,2519744462.8992267,187483336.06094885,2880000000,769275576,193389747.12113634,US-FLA-GVL
United States,FL,HIALEAH,25.832,-80.279,0,0,269848505136.78864,18229790893.87972,313600000000,33537330976,41658516195.56827,0,0,26942541909.76521,5742531070.717303,30369181696,11488044144,4016595262.611187,US-FLA-HST
United States,FL,JACKSONVILLE,30.324,-81.682,1900000000,2286376,1900000000.0,6517356.394782408,1900000000,90546736,0.0,2400000000,5667576,2867282607.163338,8920133.427219208,2880000000,186466256,68426944.37396532,US-FLA-JEA
United States,FL,MIAMI,25.799202818607334,-80.22076564989317,1892832000000,51656335008,2239576326445.804,238356134355.45932,2402432000000,433527191440,115448045459.80656,415187886864,42404115840,579978269689.291,152739630197.4337,670816515440,247659733160,70263756033.63783,US-FLA-HST
United States,FL,MIAMIBEACH,25.862,-80.126,9800000000,65107176,9800000000.0,483012417.21251297,9800000000,1168635096,0.0,960000000,29645512,1194030612.619185,138565397.95359576,1200000000,349800576,36619583.232001446,US-FLA-HST
United States,FL,ORLANDO,28.5605,-81.4075,3800000000,146351896,3800000000.0,859226698.0408634,3800000000,1681026672,0.0,1678800000,185663848,3474984794.9320097,658243563.467621,3598800000,1161702864,135645596.6739294,US-FLA-FMPP
United States,FL,TALLAHASSEE,30.498,-84.1865,95000000,875592,356653007.0414406,26170060.43264458,1995000000,258795328,654773172.0431304,0,12588992,354469065.45261455,90655752.66212629,1596000000,460969000,491756785.2664504,US-FLA-SEC
United States,FL,TAMPA,27.99533333333333,-82.45166666666667,95000000,0,95000000.0,14444948.519450536,95000000,163064232,0.0,0,0,158459122.36500058,25497038.04686598,159600000,104768280,13242769.595681766,US-FLA-TEC
United States,GA,ALPHARETTA,34.133,-84.299,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-SE-SOCO
United States,GA,ATLANTA,33.75847799265611,-84.41300045532458,4008610000000,140082881080,4249705601985.4556,424339415236.37445,4578810000000,713636589304,173526792683.67328,865628141000,121220218512,1123949732791.409,267187686044.25073,1301808692920,435349639520,97063226746.87183,US-SE-SOCO
United States,GA,PEACHTREECITY,33.392,-84.569,950000000,1267824,950000000.0,2618111.9196583168,950000000,22647136,0.0,1440000000,3078224,1672579652.8962252,4362455.3554196,1680000000,28201432,40814243.84332535,US-SE-SOCO
United States,GA,TUCKER,33.855,-84.217,80600000000,0,168842271730.34744,21325307963.78714,268000000000,70627596712,32761709154.30409,0,0,19912633130.962482,6826012216.96687,37009982976,20263598112,8212511038.233423,US-SE-SOCO
United States,HI,HONOLULU,21.32933333333333,-157.8495,21200000000,475966216,21200000000.0,1820644970.5921736,21200000000,3081242640,0.0,3916799896,531764816,5927554195.43807,1212479800.0387857,5980800000,1817896664,135188745.6744881,US-HI-OA
United States,HI,MILILANI,21.46,-157.96,1900000000,0,1900000000.0,772207052.7678633,1900000000,2165424416,0.0,0,0,950161593.125707,490427399.09684867,957600000,953694456,44035030.217488654,US-HI-OA
United States,IA,CEDARFALLS,42.504,-92.494,950000000,14077400,950000000.0,159507907.236754,950000000,513109744,0.0,192000000,16876696,374739458.4730463,62013789.528800644,576000000,239051704,78978907.83812718,US-MIDW-MISO
United States,IA,CEDARRAPIDS,41.975,-91.658,9800000000,1643752,9800000000.0,95718596.24795106,9800000000,848905208,0.0,0,1749384,715669141.106776,28581613.762437955,720000000,229699016,36961520.98338924,US-MIDW-MISO
United States,IA,DECORAH,43.363,-91.816,950000000,0,950000000.0,4638759.531801917,950000000,80595592,0.0,0,0,158690742.6000231,16297043.935819,159600000,195731832,11848850.41624645,US-MIDW-MISO
United States,IA,DESMOINES,41.583,-93.64466666666667,10845000000,297912448,10845000000.0,1477826759.5798223,10845000000,3130016320,0.0,638400000,356496376,3061926476.8980722,1042787429.7375044,3511200256,1846040016,277383135.1530681,US-MIDW-MISO
United States,IA,FAIRFIELD,40.988,-91.892,95000000,0,95000000.0,31322396.799261227,95000000,95428776,0.0,0,0,158649962.90707606,54728596.791873485,159600000,151808704,12132861.013326162,US-MIDW-AECI
United States,IA,IOWACITY,41.675,-91.57,950000000,3958608,950000000.0,70860722.5496941,950000000,589036072,0.0,19369440,5129624,715310832.0784948,29871899.957058754,720000000,186433720,43859277.415151745,US-MIDW-MISO
United States,IA,JOHNSTON,41.689,-93.718,9800000000,2126872,9800000000.0,194277307.94043633,9800000000,1174535208,0.0,0,2140840,714992603.1924275,52244733.099388205,720000000,285069568,38390002.48400856,US-MIDW-MISO
United States,IA,MASONCITY,43.145,-93.138,15000000,0,15000000.0,1934890.7768671361,15000000,27042352,0.0,0,0,157543462.17984533,13535429.014429182,159600000,270638240,17905005.094399363,US-MIDW-MISO
United States,IA,MONTICELLO,42.224,-91.236,95000000,0,95000000.0,3335384.157912963,95000000,90605792,0.0,0,0,158695018.0556389,15767979.547039133,159600000,225549160,11820071.729600484,US-MIDW-MISO
United States,IA,MUSCATINE,41.434,-91.085,950000000,0,950000000.0,54206417.81276694,950000000,232143480,0.0,0,0,158804360.23271385,47702546.17753665,159600000,159552240,10956970.162633644,US-MIDW-MISO
United States,ID,IDAHOFALLS,43.425,-112.013,950000000,3533800,950000000.0,80997337.4175228,950000000,183696096,0.0,120000000,23886496,238639576.87914118,86731374.46519682,240000000,181123912,12525889.509936862,US-NW-PACE
United States,ID,MOSCOW,46.722,-116.947,950000000,0,950000000.0,36973046.31651853,950000000,124920800,0.0,0,0,158457910.83458385,41791232.25764747,159600000,103741992,13219019.288890017,US-NW-AVA
United States,ID,RUPERT,42.642,-113.637,50000000,0,50000000.0,0.0,50000000,0,0.0,0,0,0.0,0.0,0,0,0.0,US-NW-IPCO
United States,IL,ALGONQUIN,42.166,-88.288,950000000,1862224,950000000.0,16576263.7746739,950000000,104958424,0.0,0,2285624,717306495.5428835,11341488.679672169,720000000,120638168,28576468.697083667,US-MIDA-PJM
United States,IL,CHAMPAIGN,40.115,-88.244,950000000,0,950000000.0,54783258.91261688,950000000,293758328,0.0,0,0,208016499.57936049,47146329.34826273,319200000,174808768,151608561.73168793,US-MIDW-MISO
United States,IL,CHICAGO,41.85593930604039,-87.62607512021883,4594200000000,167906430464,5285453541267.459,552324494690.7815,5603764000000,1042321536296,151363033284.90903,1009031533832,137708526744,1363174206442.8728,331847377927.94366,1447658604568,565076287048,64719079790.38054,US-MIDA-PJM
United States,IL,CICERO,41.844,-87.758,373600000000,11868730400,379563938589.4032,56198382422.178,393200000000,72507403376,9018537659.79057,34580749712,4232714968,43539110541.49186,16682442599.668474,50293579936,24419057440,3857354112.7748146,US-MIDA-PJM
United States,IL,ELGIN,42.034,-88.369,950000000,2250992,950000000.0,386673285.3819693,950000000,933725528,0.0,542109792,6827416,1432217349.209281,314453199.56966406,1440000000,737737576,42506666.958741345,US-MIDA-PJM
United States,IL,EVANSTON,42.041,-87.69,950000000,0,950000000.0,58978940.767863326,950000000,415187296,0.0,0,0,444422875.7862173,20339856.75724345,480000000,178359368,123435501.1681048,US-MIDA-PJM
United States,IL,HARVEY,41.607,-87.668,950000000,0,950000000.0,1653077.0772249799,950000000,12741128,0.0,0,0,191121704.71845782,4825144.557774443,192000000,48985376,12754662.065643206,US-MIDA-PJM
United States,IL,LISLE,41.789,-88.082,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-MIDA-PJM
United States,IL,MACOMB,40.458,-90.671,160000000,1248280,160000000.0,17826427.972757705,160000000,85740872,0.0,159600000,11027400,547615339.122244,54961130.8350456,638400000,295234192,82107996.07160665,US-MIDW-MISO
United States,IL,MELROSEPARK,41.918,-87.898,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-MIDA-PJM
United States,IL,METAMORA,40.794,-89.407,80000000,0,80000000.0,3208347.514717765,80000000,80661704,0.0,0,0,158787842.5210666,16316165.851090847,159600000,158265312,11217808.053944197,US-MIDW-MISO
United States,IL,NAPERVILLE,41.801,-88.165,9800000000,113199400,9800000000.0,1231803701.7079535,9800000000,4992860424,0.0,2880000000,137785264,3420877972.272885,496141761.34087497,3456000000,1110403608,101051897.5037266,US-MIDA-PJM
United States,IL,OAKBROOK,41.784,-87.939,175800000000,3227932520,409821655315.7105,32083521155.271847,725000000000,118574097152,219170565988.64206,49123659336,2517773616,78130426166.12444,15067828159.08115,109275141888,45846429640,15551018131.542473,US-MIDA-PJM
United States,IL,PALATINE,42.11,-88.056,72000000,0,72000000.0,2326427.1656470047,72000000,29186896,0.0,0,0,239028949.0569087,3648942.457809073,240000000,24842944,14982571.924232073,US-MIDA-PJM
United States,IL,PEORIA,40.68,-89.604,80000000,0,80000000.0,6308760.373080919,80000000,67223072,0.0,0,0,158692254.34699297,19029758.048712917,159600000,129770920,11470415.420547282,US-MIDW-MISO
United States,IL,SPRINGFIELD,39.773,-89.686,95000000,0,95000000.0,5066727.590903844,95000000,39019176,0.0,0,0,158488711.57151103,19415882.157220364,159600000,215411696,13098620.860040337,US-MIDW-MISO
United States,IL,URBANA,40.159,-88.187,19600000000,2965296,19600000000.0,133104825.34549232,19600000000,1266626360,0.0,960000000,79102664,1529596399.1504097,174414833.34456885,1560000000,499416432,69129152.07710284,US-MIDW-MISO
United States,IN,ANGOLA,41.659,-85.005,0,0,73681749.97114164,0.0,95000000,0,39635177.66227731,0,0,0.0,0.0,0,0,0.0,US-MIDW-MISO
United States,IN,BLOOMINGTON,39.244,-86.454,950000000,1293992,950000000.0,141321102.55939052,950000000,937346640,0.0,0,1018456,575486346.5423063,42044866.8719843,720000000,288712808,216437051.4645331,US-MIDW-MISO
United States,IN,CARMEL,39.97,-86.16,950000000,0,950000000.0,20581779.374350686,950000000,212409912,0.0,0,0,158356671.1845781,30491599.633383356,159600000,215465456,13932879.606339864,US-MIDW-MISO
United States,IN,EVANSVILLE,37.975,-87.478,950000000,4746848,950000000.0,48399067.587671705,950000000,273866264,0.0,159600000,29097048,317186458.0510216,67380040.83112086,319200000,170208392,17581225.79065855,US-MIDW-MISO
United States,IN,GOSHEN,41.58,-85.83,950000000,1061488,950000000.0,2804685.0633729654,950000000,142044424,0.0,0,492880,239865713.3519566,1374728.0064642734,240000000,154042264,5346783.975817495,US-MIDA-PJM
United States,IN,INDIANAPOLIS,39.797,-86.1875,23550000000,60299568,24250357843.703106,869164826.3871638,24350000000,4262943312,264184068.78279117,3468810800,203587728,4200769630.3645387,626163261.5444996,4275600000,2126227184,129088462.15999095,US-MIDW-MISO
United States,IN,LAFAYETTE,40.417,-86.875,0,0,94725845.55004041,40991845.69964216,95000000,216415504,5096323.202098979,0,0,158181951.36557776,39203940.04848205,159600000,149911336,14784409.553325621,US-MIDW-MISO
United States,IN,LIGONIER,41.48,-85.606,950000000,0,950000000.0,0.0,950000000,0,0.0,0,0,0.0,0.0,0,0,0.0,US-MIDA-PJM
United States,IN,MUNCIE,40.193,-85.387,950000000,0,950000000.0,57630609.642848894,950000000,421614728,0.0,0,0,238466780.7170726,16878740.582246333,240000000,147942568,18743704.23801918,US-MIDA-PJM
United States,IN,NOTREDAME,41.72,-86.25,950000000,0,950000000.0,51532576.47004502,950000000,679107184,0.0,0,0,477574230.8419716,18587213.80214706,480000000,181070904,26219009.070177227,US-MIDA-PJM
United States,IN,PLYMOUTH,41.357,-86.328,0,0,914579245.0652199,99768543.65831698,950000000,546493480,179996742.23823488,0,0,204662517.75320327,91629673.39997691,319200000,264792472,152721941.56792632,US-MIDW-MISO
United States,IN,WINONALAKE,41.197,-85.848,95000000,0,95000000.0,0.0,95000000,0,0.0,0,0,0.0,0.0,0,0,0.0,US-MIDW-MISO
United States,KS,GARDNER,38.818,-94.936,0,0,729141175.1125476,50660745.47200739,950000000,388536544,401317647.6878937,0,0,321505284.3818539,57484778.15722036,478800000,288606984,223301371.31207293,US-CENT-SWPP
United States,KS,HAYS,38.834,-99.33,950000000,40921032,950000000.0,251571133.55465773,950000000,610542680,0.0,480000000,14336584,715285100.1814613,70179640.06926008,720000000,242530128,32751149.99254716,US-CENT-SWPP
United States,KS,LAWRENCE,38.989,-95.303,3800000000,3079120,3800000000.0,74168421.20835738,3800000000,613028096,0.0,478800008,39839168,861165762.4268728,106010032.5476163,957600000,386325320,145614160.7925031,US-CENT-SWPP
United States,KS,MANHATTAN,39.261,-96.686,100000000,0,100000000.0,3421885.8381622992,100000000,31923224,0.0,0,0,158836161.5745123,16602158.186309593,159600000,122629120,10868668.282604907,US-CENT-SWPP
United States,KS,SALINA,38.842,-97.619,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,US-CENT-SWPP
