a.ecor,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148
64,1193.2171700459141,1380.018789737264,1329.7763059581528,1377.4701629573046,1849.1872793396524,1070.0898549843962,1109.180378326112,1707.7066962730462,1490.189111187656,1577.8590116806718,1577.8590116806718,2203.2147915183155,2275.746393832402,2211.9642226195097,2204.2125961095944,2213.799599851109,2211.1661110525984,2720.3245439967063,3259.829362581182,2801.72416433536,2802.435141853032,2813.456269998487,1752.4907318029805,1750.69729740785,1730.5888315383033,1361.6752844200662,1132.4436637700148,1579.941013610334,1759.0387520899783,1750.4543354250993,1753.8152537287883,1750.0250118259603,1851.158923743604,1490.6658583272497,1540.0186363354521,1496.2756872920904,1549.3555177427172,1384.0075726288542,1365.329892011348,1650.046114850414,1994.493643809315,1870.585343307394,1983.193568811574,1812.1444285178884,1818.2611202021874,1647.1694782806107,2077.7970318353423,2010.5498047975716,1781.6464512406008,853.073903692218,1345.4132211304184,3973.3792944438264,2541.064075400338,2521.8140572346597,799.8964222899782,1154.2067862971069,1082.1526045195296,267.159739399034,690.4905828070115,1147.426301096573,1169.5465357838825,2449.3417757770353,2248.534699985194,1676.1143808494794,0.0,2.11709166385674,1059.5883822459207,1979.242063679859,1976.7990225943993,1979.3967089296261,1961.6902569121817,3011.4605331179664,2801.8393650738153,2641.6432530635557,2708.0044434896904,2820.6958935344524,2685.515137320524,2612.314339766438,2644.083921097088,3134.4398497548086,2668.785219970362,3073.7776259418133,2032.7496983425137,1637.3911188885436,1848.3887893721433,1890.141339481419,2115.4205417895514,2117.085611952982,2106.677132969043,1427.4004607039528,1366.7948797796305,1387.5418957137956,1234.2534225262455,2814.479143806179,1113.0356215302513,1130.8552017497475,2119.035825071412,1661.5279546054048,2937.3355380391195,1662.660473655501,2620.451172069056,2614.918474136125,2434.5472835593255,2604.2218878674516,2631.4889888195808,2617.838547644929,2612.4504584605206,2610.837941016903,2619.1551023216502,1417.6256315760932,1357.6909357763675,1390.062512122831,1340.3134766487563,1371.848299617825,1350.3074277117214,1237.8866325744375,1375.148074707851,1381.831244922289,1348.1104155311139,1367.6186924611618,2065.4772860946928,2067.877899687854,2111.354482277351,2249.358288920234,2096.153239228065,2197.3747549634986,2137.952025871792,2496.5558488475676,2076.1447945415666,2145.3959051128068,2501.959747740582,2291.298993882657,2348.154982543521,2228.2013834368654,2087.321069694666,2133.0986587788584,2349.131652862482,2356.3617072997736,2307.5672565361338,2096.233003965884,2099.135349767422,2157.79411396126,2438.288083766802,2112.3295055994276,2267.935650783268,2342.969411599318,2570.010072499908,2631.112398418315,1999.089384545593
65,1192.1273502254512,1378.9263766034046,1328.8180843542561,1376.1812094480047,1848.8653536292184,1068.0534490727705,1107.8847087631582,1705.8522878398712,1488.894435636652,1576.7495322344403,1576.7495322344403,2202.217542513555,2274.8565623561853,2210.965211977192,2203.202775875337,2212.972146994726,2210.1590492435357,2718.8463374644257,3259.413017536337,2800.2648693045953,2800.9673721516583,2811.9934035086685,1752.4480273187257,1750.671345058004,1730.595229942577,1361.741173945298,1132.7721164104428,1579.6184404445778,1759.0102360693593,1750.4193852400833,1753.772394280727,1749.9675794631776,1850.1213757047224,1490.0858904334195,1539.4806993556451,1495.675969602036,1548.5548547337453,1383.1937161423018,1364.574401955971,1649.4280561695268,1993.6672490357162,1869.8074961022933,1982.4945593655968,1811.624714714502,1817.5914947568276,1646.5913380152429,2076.9457268156584,2009.7187477011746,1783.3058891703224,851.0123928036954,1343.874849339214,3973.181844355995,2541.3106979809663,2521.873091731728,799.1343187737104,1153.817029106221,1081.4029518037757,266.79406980000397,689.8490327903555,1146.9832931141464,1169.3886364209477,2447.8260222607005,2246.9131534304784,1675.7314649393725,2.11709166385674,0.0,1059.6202882099512,1978.7925951630157,1976.3629513392968,1978.9608697396134,1961.1574632823072,3010.626380116361,2801.0802480609154,2640.7023564663514,2707.021166169135,2819.729038795603,2684.551126478249,2611.3417056410094,2643.3436319734124,3133.416659482189,2667.845097977307,3072.791932252808,2031.166316904634,1635.881475699198,1847.115969183422,1888.6338568852304,2116.8528523990108,2118.5204491664795,2108.111812113067,1425.4248751806883,1364.758425386317,1385.7918221844138,1232.4812470202855,2812.5968134408586,1111.2636131598194,1129.7420151726947,2120.037837153041,1662.7361337482653,2939.2834119446616,1663.8844848055573,2619.205376951041,2613.7273288989068,2433.551475590443,2602.9670125337725,2630.244093918612,2616.5886958216356,2611.2055496250136,2609.58364272361,2617.9042103204947,1417.2532162606906,1357.3817033180985,1389.7557789020143,1340.203212428408,1371.3858643031342,1350.1146944820491,1237.489528292215,1374.6625923435984,1381.4895494892862,1347.6712439077317,1367.1627356880845,2063.555494858614,2067.7491824257236,2111.332752478328,2249.2912657937,2096.0735175763202,2197.415127816675,2137.798758000483,2496.3764533525837,2076.0617818024893,2145.3518985682995,2501.892042757392,2291.07060924514,2347.9823004382274,2228.084048792788,2087.230375076895,2132.996876487736,2349.0084329168058,2356.227337126561,2307.4185374973763,2096.2566958226294,2099.0716597484507,2157.7355298123634,2438.038461989655,2112.283213843013,2267.87102661535,2342.762269980514,2569.9944985143857,2630.9297368576836,1999.294006508887
66,628.1159548000926,734.6321775177408,627.5155298085105,850.9144318241089,822.9825013151467,1291.9874658595975,714.9823964061047,2409.9633373632355,930.240091505764,885.3923244180287,885.3923244180287,1371.1954337794818,1395.2059360976918,1380.0716624560475,1377.6017516147065,1313.4202691689168,1382.834755065855,2102.3453993413564,2234.2444278052053,2166.689065458372,2172.580016357123,2179.887974296823,694.5024094609762,692.0667185456675,671.1832790381304,302.71178678172595,169.7561915311969,563.1119062733269,700.4883569447718,692.1499264037465,695.8317446026624,692.7434412158285,1072.5662600604812,563.98360940712,590.691648289737,576.4872183005835,706.3525971163824,587.1898610902482,545.1560356499091,716.9210006150005,1108.0736532084745,975.6835060392664,1051.2395390707816,834.2733830830472,887.8654742694237,700.168459676403,1194.8785486146708,1124.7047608181824,1375.6352571801851,1509.9302522784456,997.7548068207323,2921.8646332902786,1490.736912370786,1462.3863708647934,435.6392872886685,239.35038824076085,400.0561865474294,798.9224007466316,460.05522897915745,262.3483677506795,148.11543068098595,1876.929016956972,1771.958686902731,668.9665576872948,1059.5883822459207,1059.6202882099512,0.0,976.1971817884802,970.7676716679005,973.2369188375766,980.1948605887119,2085.4222010672197,1857.831272340042,1763.2706241639419,1843.1914506046924,1945.5028404308714,1814.1689749966906,1747.2758528833724,1698.4434372397013,2270.84102277761,1789.073801618622,2197.7945192364705,1555.6925405399313,1180.8227009080758,1196.6314619599282,1381.0720004635673,1494.9209818629997,1497.9852171516052,1488.7263798361166,1448.0660427585772,1490.9259551919067,1190.1197669116764,1112.2663571710827,2516.157391479044,1044.8373785490467,615.3539892921128,1272.0417088639588,977.2721401005906,2676.5523112606484,987.2786057498884,1877.2997912468986,1844.978098888016,1587.3533609057943,1866.7090158870822,1887.2170487812266,1876.9141378225067,1869.333228323916,1872.6197414661235,1878.6823050504095,427.21792217682275,354.7338213710343,382.7405978409324,291.7171777677481,420.112108139469,316.8522744438979,292.2308189986397,431.76140667907424,386.02399126749617,392.00571315668515,414.1910860535973,1891.2187913957164,1014.3370711172801,1052.4095138954171,1191.863597731863,1039.4302216755245,1137.8069439757098,1086.1368891907425,1445.8170719327966,1019.6259135484228,1087.0900090120383,1444.3111201942122,1246.1308173139864,1297.2778503756308,1173.4537068622353,1031.2097674609504,1077.5575269289693,1294.5350956419918,1302.4986129737085,1254.8636093008856,1036.6566185451795,1041.6390897981935,1100.0255984266425,1394.7291151590273,1054.1251986310012,1210.3244924387284,1295.308825138025,1510.841539521716,1580.3078177022069,946.9549394421759
67,929.2512370632397,802.8950357598808,767.9011984748233,933.9139709586473,173.86012958138502,1742.411247711478,1084.955562306392,2944.596593283161,893.487379042355,710.7953677623443,710.7953677623443,608.1272827451428,544.7434433455178,614.1789565839118,621.3697737461828,450.83959378356786,621.9356663696104,1456.2515876345653,1281.2138176187102,1491.1375610910306,1501.953912412322,1504.0292709834498,421.3074067595212,434.35168517917947,466.7704247428362,733.905162014842,1006.9471309318899,413.1758829868361,428.8553634463969,427.87757646806074,420.59375718961456,411.8123317905085,574.8500433931192,500.3964675381521,445.4704906512288,498.8338771373337,524.5389631898208,664.5782569979566,661.1935883465973,360.487885565625,365.4614560980425,325.8996124087982,238.77609266966022,178.82422573947895,258.0089396569184,350.3854454618322,409.8628375862237,372.5487195750986,1975.88346152364,2161.4701734848463,1145.457063842849,2020.886338561561,916.1922554622352,757.3195282745507,1195.1329359427316,826.1295826420494,922.5192395415229,1712.2921333829786,1293.460280952788,831.8257849774478,836.273373550452,1330.0602438511883,1368.3340085461275,308.5186940605381,1979.242063679859,1978.7925951630157,976.1971817884802,0.0,12.82774442561739,12.821418269317718,80.40381156561394,1127.6505976103456,894.3434083949352,861.1296524289165,948.6375086549355,1032.9912751240695,915.1491677955019,861.6076949323958,737.9349913661629,1352.0395648671172,883.2876138768605,1272.0045089075795,1226.986673396562,1072.7055538594664,816.9016606082724,1091.2247915103992,1863.937081402226,1867.6892170019667,1862.316931325653,1674.4568685601628,1785.2529769634798,1352.3334828245518,1391.510386806898,2144.468932684408,1413.4302877212715,985.6416803912455,1403.493797968893,1466.175142037542,3177.7720125389815,1481.1212066342841,1120.8222729295305,1060.8500401533256,746.4238288460164,1118.9516744846749,1127.7427441817606,1123.2297537856953,1114.2277408118705,1122.9823834864499,1125.2558317184476,564.927503556847,630.992941965582,599.7292867221275,689.8071610269018,607.4863206031907,659.3553477994919,742.3604374869193,604.7816513156253,603.3360872407268,631.177785146893,611.6480322136592,1779.6198878897146,316.94903555689376,429.47194753826494,463.9739171859891,371.4523172649262,523.9721204030138,326.943874451162,588.8158336658054,361.0902084706558,424.48573148000133,656.0514047047781,382.54823292030545,462.9766936032274,410.68497750379026,358.2150504345207,368.2674845215668,495.1787300318757,493.65811718424754,445.5111667660429,464.922403880282,386.98472959590157,417.850582593157,503.2869689335538,407.84698185038457,478.0963581878482,438.5278414641594,746.1465507506242,711.445093274741,606.207390307796
68,932.2521346769564,807.8518124846112,771.2582622637616,939.9338030067165,164.07663840044938,1747.2400891621571,1088.3327324038637,2949.7437340174774,900.7736877472662,718.3549712609084,718.3549712609084,620.940627000497,557.1061373347023,626.9850105634545,634.1885029983418,463.24435665722604,634.7475878021884,1469.0597757374862,1283.255686631787,1503.8874161849265,1514.7133558215376,1516.7758723441846,409.87289428328853,422.8543775907839,455.355338045157,726.1271866326332,999.629830345421,408.0299171384558,417.27147644912554,416.4278728474612,409.14362095704143,400.4912736537203,585.7615416012353,500.4913092568735,445.0590214391958,499.3233616051111,528.918432769268,667.0788969591332,662.8460964083278,363.0953962236428,377.92740586703167,336.4870847419435,251.2646841601315,181.22950826824462,265.9866055469548,351.9142763834753,422.67626398951376,385.1265542864955,1964.2222234818098,2164.2796003396575,1151.972084628553,2020.503540136815,906.329320643115,749.1368470783316,1194.036933484531,823.2459469540777,922.3436570629789,1709.7820761937674,1291.6829208080537,829.3914426629351,831.4923916718413,1342.7898556003308,1380.518463379285,304.14857225461884,1976.7990225943993,1976.3629513392968,970.7676716679005,12.82774442561739,0.0,2.6069346384808547,92.2002444239093,1136.0277545121216,902.4208515085268,872.0326621056341,959.6278517723381,1043.4228043860815,926.0678555181139,872.8972240561799,746.4136704106418,1362.0440841796972,894.0667982011823,1281.8266325722977,1238.5275853183268,1081.822649100276,827.8108384683002,1102.1824658325652,1851.3606619618122,1855.1131281887835,1849.7533011195608,1681.7441707701805,1792.0058514208097,1359.5008784820575,1397.4636350027697,2156.908923656114,1418.3899777835077,988.237198859149,1390.6811585966461,1454.3762330157924,3165.2660726012673,1469.3286575431034,1133.3835264060865,1073.2683597654595,758.5929658163979,1131.5595400496525,1140.283471603933,1135.8050044718343,1126.7998744903696,1135.5788860085586,1137.8314520552433,561.434080995629,626.8485408924028,595.4216884549857,683.6273939517367,605.3197569254755,653.9219997472729,739.4646327032261,602.937223705141,599.5184619880259,628.694930525708,609.3906576865112,1790.2723819359003,305.1985695688581,417.73380155439094,454.46929314981935,359.8316970856067,512.8193698131805,316.69313873664345,584.3277005850033,349.22158620946533,413.29527198412677,649.4940266368551,376.8652671247432,456.7464328828309,401.5627065391357,346.53524461622635,357.3633908784548,487.95019005892124,486.736249962777,438.2022331331241,452.8516472645911,375.3140688965528,406.94179926812996,499.9522387659716,396.24736365897064,468.82050924480865,433.041938097119,739.3464476684993,707.9860758106539,593.4206146366271
69,934.7041055450346,810.1302002476676,773.6827027345398,942.0884521863331,166.01401791293938,1749.536398551555,1090.7577038118877,2952.007693339314,902.7452244947098,720.2793641871314,720.2793641871314,620.5534869503487,556.165714180105,626.5703291926706,633.8264991230061,462.33683400712346,634.3544675131977,1468.6486774283244,1280.6535307765732,1503.3358445775953,1514.1795771512707,1516.2184824636488,411.3109276899301,424.2676554214907,456.7985919706901,728.3640741778331,1001.921412560815,410.5255235513319,418.65057798593404,417.85980665057,410.5757566778135,401.9716794298327,586.8852322829925,503.07819862934883,447.6562606427931,501.89912069921763,531.250971620593,669.5621744338191,665.37674970154,365.5657839854038,378.2736768774914,337.7100868217287,251.59093022490785,183.699608286189,267.8197347927229,354.4459259873349,422.53393945116386,385.370097130581,1965.553273304582,2166.747871537623,1154.061479628279,2017.9189727604428,904.872896222511,747.3032073563704,1196.643120769501,825.8357267798887,924.9382592054602,1712.3786784299084,1294.2886904240559,831.9902395110909,834.0047587045212,1342.8417783314371,1381.0702704038397,306.69111412204944,1979.3967089296261,1978.9608697396134,973.2369188375766,12.821418269317718,2.6069346384808547,0.0,92.93264034256498,1133.8943785327183,900.244842560336,870.4465244969138,958.0677589164771,1041.7020519053121,924.48588684385,871.437589858715,744.3000472823229,1360.2164017169696,892.4434899099697,1279.958306219732,1239.4123424178554,1083.447281010981,828.9379514890811,1103.2942344122594,1852.140566644135,1855.8933522564478,1850.5456732284445,1683.7194960534805,1794.063467836004,1361.4941914833123,1399.6293637693852,2157.2782505458285,1420.6716534698626,990.7167689969217,1391.0807644510478,1455.6487168008248,3166.1095050012145,1470.6039619827122,1132.5977120588223,1072.3623543871,757.5256158557017,1130.8202878186767,1139.4784901891528,1135.032674130219,1126.024550056662,1134.827822452248,1137.0594734571298,564.0076043083186,629.3956331668718,597.9613689799272,686.039036081797,607.9227550538562,656.3935599894497,742.0543850614843,605.5430236744829,602.0797607936096,631.2934391433582,611.992548250096,1791.4886262269022,304.3963363885613,416.9283868780562,452.9140996468648,358.96935454305765,511.7650724721078,315.3320423165195,581.9830295246064,348.4804958960454,412.25328368906406,647.3930041254664,374.6425439282914,454.595979273917,399.9152019927196,345.7001848418978,356.2139792309967,485.94586054241717,484.6845007752433,436.20903954500386,452.2243939412423,374.475442112119,405.7957648149847,497.5085596828361,395.37631559914394,467.2108953933146,430.79839190181815,737.2817631711551,705.5548470290548,593.4873912590177
70,881.996176675519,745.9153379368987,719.3349788557974,871.4824609480398,221.45879011289225,1684.6871898821662,1035.3070166371579,2884.913382561376,825.4892800060283,641.9866376415334,641.9866376415334,538.1670538914274,486.4282576458648,544.6662865688245,550.9622869238422,392.4777014288939,552.0397370674418,1385.7948876458054,1305.6166040296314,1422.969054706414,1433.4751350574024,1435.9551048919782,475.6129445062421,489.13319126672553,520.4869327940914,755.8537123708455,1024.2373337732995,420.36528377837675,484.52387166455765,482.2641987726204,475.05402115600526,465.1541643219423,495.18019600679,472.6609145251651,421.69629223691516,468.74799003933805,472.03925432312826,621.250207672941,622.6751896879636,320.41729589366946,286.9418246848529,247.15705958708395,160.7107227452128,150.00806881993515,190.59472306965353,316.9974794339119,336.7368319851091,294.90024062610627,2029.0818033165947,2113.611108694339,1080.469112049972,2058.288520369437,994.196617372715,830.8135097983137,1170.5020638971864,813.979178937722,893.2372872765937,1695.452437827339,1272.7590103155894,816.7917695613152,836.5005994715891,1253.716053507975,1288.489124620569,313.5825565742833,1961.6902569121817,1961.1574632823072,980.1948605887119,80.40381156561394,92.2002444239093,92.93264034256498,0.0,1108.6226774124177,878.556417383222,819.9530311249247,906.2456972437668,996.0428283176591,873.6192725541969,816.2262840265961,719.7263927941729,1318.4614524105702,843.3203312284937,1240.243441070532,1146.6000631620486,997.5662796652315,737.182801337456,1011.401480770809,1929.3965122741454,1933.141427678269,1927.5473530656816,1605.8288846699477,1718.795265214485,1284.3675796687694,1328.799604770954,2065.51569917887,1355.344220458253,940.4041925265126,1475.189395711156,1521.256568732056,3241.7279418804083,1536.1176739316627,1057.3762311792964,1000.073392747784,690.2714358992374,1054.5600809685693,1064.6868875242296,1059.5034552742127,1050.5734951322434,1058.8238423181958,1061.5199622340615,558.8034306859957,628.4342896431345,598.5583521050619,700.5591847727334,592.4090260702064,665.1933944987661,730.7973241585273,587.7092675928129,598.9024527450198,617.870000912396,597.1018267456299,1700.2751076860054,397.3250688968542,509.854741390963,541.4481755361204,451.85558502091817,604.1708972106425,406.070363133954,648.9923474232803,441.4063585522454,504.7269397637031,724.1654091892797,448.6627033503752,530.5739980894938,487.34318002933594,438.61129903913223,448.2611480759142,566.1004266682194,563.5522161375123,516.8755318258137,545.0270748324695,467.38298271739615,497.8321752980399,558.9857386518804,488.250787974957,555.0111475310014,503.5148529801933,814.9573093650955,766.5956962328411,682.1712379072578
71,1835.9265382588057,1654.5219398738402,1686.5576693282346,1708.5267173468983,1298.9530359441185,2469.784929220123,1956.3583836184907,3573.5237096775104,1609.440564541486,1467.5206413334824,1467.5206413334824,836.2144203894626,739.3809181509076,828.4811948508641,839.757004798188,797.7044496947098,832.1438418786488,1054.2336781047854,669.7722698781299,1014.829120250485,1029.8097796809684,1020.7058791252226,1524.4628087095068,1535.6211478507335,1568.5545703529926,1861.0192428969144,2132.1687579829695,1528.9328511820338,1528.3923751001792,1530.4471356876095,1523.453908269649,1517.5674777814131,1186.436547945671,1543.5780702095583,1504.122181161502,1534.787050283985,1462.539649799457,1627.5769434018869,1648.0296991861564,1381.8378595858978,1017.0076736623781,1142.794311786102,1041.081872838986,1251.498038551614,1208.1792736175803,1392.5899813185235,933.9202165500417,1000.9165380359224,3034.7208241320122,2973.9139364785897,1849.829109317405,1404.0303581048477,1462.7340026834352,1248.375917594987,2212.248751081116,1900.296098356135,1930.7874804733065,2751.8139840690274,2325.017639667337,1897.3933985536473,1939.4620838937337,1173.1944837258022,1399.9855274672882,1422.1862560298546,3011.4605331179664,3010.626380116361,2085.4222010672197,1127.6505976103456,1136.0277545121216,1133.8943785327183,1108.6226774124177,0.0,235.454394304827,399.7197523499248,372.15948992579393,272.763503435742,375.50580829873456,444.9005911651421,389.7882587406548,318.3212886189669,374.5863249351064,240.34965202831194,1438.3059680822005,1611.3807303507106,1287.6715587356132,1436.6632534489322,2835.064409447448,2838.7561679993187,2835.801005924694,2242.140761266057,2379.967128056838,1977.1546798232657,2090.1051238974333,1919.35545527614,2167.4739615688536,1900.0574394249752,2324.0129016790283,2525.250529587277,4133.02522802763,2540.2639580050113,723.2438744549526,655.9241719819685,618.3887082519153,742.6247726332359,717.1399594445433,729.8129495496388,725.7077804562897,738.8677029210411,730.6132048153323,1659.2790882626714,1731.073390325231,1702.6823033992684,1809.1443986186648,1680.3722676938185,1772.7533637733322,1820.2338598843073,1672.5003590040003,1700.280333007404,1707.762206416885,1685.748096131069,1986.797931914814,1258.6647361123817,1318.6765861107203,1209.9781320131829,1279.7123063910747,1332.0183703784787,1196.6897284247293,991.8307180104869,1288.7120951721774,1282.1531802101965,1111.1418863625445,1043.5940249933078,1063.788737427381,1175.479468715902,1276.1490595506984,1240.8346208595865,1110.7047308202625,1096.6135248548414,1106.3760805381444,1364.4768495086719,1290.8766094496195,1263.281308489545,945.1411229813912,1297.7979074872972,1203.4758401553815,1034.1760980334755,1153.179004705046,944.6606767617832,1562.0803295822575
72,1639.0191129622197,1461.8439548226038,1485.0971827885417,1528.7977118779575,1064.8105521838777,2312.771348162652,1766.9581329821012,3446.1992550835967,1435.6082148878365,1282.1089498255976,1282.1089498255976,669.4732792662418,551.3835898492888,662.9551956776879,676.0782034686013,594.1143636069086,668.4736769123673,1083.3486503534257,671.3108733563754,1062.2133981747666,1077.1216771219626,1070.5864597842526,1289.0271435896834,1300.1721741674069,1333.102714808111,1628.1883494421998,1900.3315201939936,1298.775906090495,1292.9393860404514,1295.00577442933,1288.0164380151045,1282.159935313878,1004.4813620402192,1323.2701101805608,1281.4331825275465,1315.2484775548778,1253.2492180328684,1418.8856920912974,1436.5121891452993,1161.2728407632894,811.2506070841791,931.5062980385005,821.5743270207172,1023.612864845116,988.5269229577839,1170.0912995677515,732.5307564904451,795.8786139267245,2802.6648058449587,2806.296974745498,1685.209771537082,1458.6862054720964,1269.4059278789562,1051.0683292325252,2001.946135022667,1678.570137873777,1719.701983807317,2539.93199891739,2112.8505303471647,1677.051255542608,1712.788313486411,1146.4729496294835,1344.6156302529685,1191.967207277514,2801.8393650738153,2801.0802480609154,1857.831272340042,894.3434083949352,902.4208515085268,900.244842560336,878.556417383222,235.454394304827,0.0,294.7906566681092,324.13060205867174,293.0491700370838,304.89823681754825,346.63789449494453,159.73042474570633,514.9012496579065,281.0525993842905,429.66405624705527,1346.657102897074,1466.756091753202,1136.4335542381593,1318.2953395248617,2611.4703582704155,2615.1805993661933,2611.9490834249996,2110.62619321368,2245.9785845318866,1829.41033086963,1931.9800134153504,1944.2172832049246,2001.160042395745,1703.021465645095,2103.582928373299,2292.545391905071,3914.447021487751,2307.5754121594086,711.5834553647913,633.2512216766829,482.0362535480249,727.2651330747634,708.8326527682125,717.9207132237435,711.4144777579601,725.448998935444,719.2784852615466,1433.0786735098466,1504.2817195241682,1475.297992391109,1578.8359327774122,1457.477537820588,1543.6711862431923,1597.4760075941558,1450.2832112803721,1473.8721397716388,1484.5193031848441,1462.7169847205312,1919.117610803993,1025.4209965318496,1088.8087543132954,985.4372050959154,1048.127928806588,1107.4820409290705,964.8295625343883,784.0050041993727,1056.4834417706863,1053.1108094896,908.374965939694,815.8860293855591,842.0057143418182,948.2467686724464,1044.0880408808373,1009.9832354737739,890.9770590780737,877.018009241163,882.6895266554715,1134.9824227338331,1059.7104832227424,1034.4024816184624,727.3707008090646,1067.4424298045642,980.1283248336795,810.5562365807632,960.1468882254659,755.7442891926651,1332.2237597469878
73,1455.29652350139,1270.9983332176173,1311.9847500437277,1315.7033265449472,1033.9414478808824,2070.1154725785764,1568.6773372004902,3179.020577251939,1214.2126076576797,1079.4352914615904,1079.4352914615904,444.08850261293964,371.4217109591395,435.84124664307313,445.91507762988635,449.86668290171843,438.4443033856537,813.7600150251991,965.7791419251655,804.9115646481848,819.3355671307623,814.8032822866911,1281.1481988252349,1293.8582223718272,1326.6330832833514,1570.2005990321284,1830.8502445551583,1226.8708636822844,1287.8759058362966,1287.6363375914652,1280.3629298568837,1272.1224542378231,798.4121280223935,1204.8568680049596,1172.894256939203,1194.1988403770727,1101.741078807831,1263.6878639432643,1288.6914040987565,1046.976987751644,660.753270859764,792.5248947615771,714.4845714933044,945.9308190976875,875.4473102752438,1063.1259904849653,573.8589153905621,644.046127319176,2831.849886037961,2575.2704218350127,1451.342940991505,1749.2250722327774,1441.1175790007849,1221.8746445049046,1846.4472955741371,1560.6795816765573,1568.0614046277815,2386.240881034424,1961.6788800671764,1554.136297117869,1615.2811057242257,854.201413284207,1049.9737496799123,1123.0277243512012,2641.6432530635557,2640.7023564663514,1763.2706241639419,861.1296524289165,872.0326621056341,870.4465244969138,819.9530311249247,399.7197523499248,294.7906566681092,0.0,88.3484261023921,182.69207196686617,54.067346864236065,51.975181210456356,265.156747070317,507.63295779308584,27.162776589591168,437.04297609345923,1059.0120588415125,1211.9066149881526,888.0580458190751,1043.2588459177452,2686.2979020919042,2690.0527747414712,2685.746374824852,1845.5887174728734,1982.869741471922,1577.5981124590758,1690.5734061858639,1663.863250909417,1769.0269080487483,1519.20561540439,2194.8736605718213,2320.5325767336412,4000.26182752734,2335.5622389067685,431.10410707096514,350.75367115051955,219.286996274248,444.4123927739651,430.2102473776624,437.0723890385471,429.64072970152307,443.5722512152021,438.6547775983202,1337.1237667451496,1410.0487974420846,1384.4454632478073,1502.8630243878576,1346.8320239629834,1460.8615899160961,1484.4464415684324,1337.0723822486264,1378.2559089574754,1374.887285199913,1352.5419812314155,1626.3785812833078,1073.8502302336037,1159.5930327655392,1086.4060382561593,1109.339033534251,1203.5308939879728,1027.6954820196659,945.2759270049019,1112.4824680557765,1130.013636150087,1074.1058231250431,911.7196095947788,960.7780538563766,1039.0717812077257,1101.907202611657,1077.855999346859,1014.0788256470956,1001.2867534916221,992.1185628435694,1206.245822929433,1123.3868691524674,1112.968833542883,866.5811909486903,1136.094121283353,1086.0689172108484,924.4220837568798,1141.9968488292589,953.7545186405105,1395.3420928494095
