a.ecor,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148
18,2170.411706176075,2010.9049600233604,2008.2645129418308,2105.378826913931,1414.7582333936016,2915.7386457994344,2315.0176538829164,4079.927189158262,2026.0605776723135,1854.940872492104,1854.940872492104,1300.9903664073026,1164.1912150535459,1296.1566928253017,1310.5000525289013,1172.8322673231357,1303.3147846903382,1719.0795739398447,0.0,1683.3555077763694,1698.3705897411744,1689.5772558896967,1563.1087562142081,1569.747829441831,1598.3541415446236,1955.9407576112628,2228.884621920604,1682.8110149719164,1561.2236134906357,1567.2837308110238,1561.8261646116748,1561.216770840065,1596.2035683632218,1777.5660215235869,1724.7292856810325,1774.1854307362732,1760.8285774926449,1920.1425634389104,1925.8864324612912,1625.2364674182338,1361.9173433005428,1454.0623430685544,1321.963798857884,1452.5974148141672,1471.3808475467797,1622.5530922400292,1301.9570856374173,1349.9645520677332,2880.5381047196092,3385.650155950383,2285.4528526462923,797.7147559092181,1130.0686088175144,966.7717048930555,2475.0582220260826,2105.7512774907896,2198.8442753021654,2992.731782122887,2574.6336482675165,2112.558648196993,2103.5267806439374,1811.7007665070525,2015.7504147879479,1584.1245555927933,3259.829362581182,3259.413017536337,2234.2444278052053,1281.2138176187102,1283.255686631787,1280.6535307765732,1305.6166040296314,669.7722698781299,671.3108733563754,965.7791419251655,983.7996379023538,916.6718054921162,970.4918660496004,1017.7204207436976,763.2529145966503,944.5275213629036,950.4883781306387,886.9919724226487,2013.579459784184,2097.6431943974994,1766.9996128072014,1973.3072719902366,2592.9419257104178,2596.3619818841244,2595.841579142943,2747.5041229872318,2879.24738465074,2451.2255196144874,2538.133781399319,2585.3589218829243,2592.9923246861918,2232.003568971102,2076.4689260639166,2398.875622341385,3825.149300712393,2413.00392329704,1367.5908781197115,1292.6904956498138,1144.704939930183,1385.0863973479093,1363.270838683719,1374.1165902443,1368.574039645736,1382.4148671763514,1375.2435964225158,1842.7202472527274,1905.0400614159778,1872.931640137015,1942.5317546583703,1888.5693672246764,1922.0291436325103,2022.0161329645923,1885.9954583409979,1879.4442138625382,1911.8648891452733,1892.6456312368532,2589.7273150777637,1241.0025878271258,1243.7774708408235,1100.514888713824,1232.612898690283,1202.1704561341576,1166.9577215537977,824.410454781765,1249.6566360482534,1203.4270477263062,885.2569682715796,997.2621237387983,963.3249453707213,1096.643630301852,1236.4604705461516,1190.1014407753796,984.4814611059543,972.6785639702291,1010.7287779205633,1278.677392670427,1236.3749439907776,1185.786355805103,849.7770676720314,1231.88698097932,1085.3739016535396,954.9925252787466,871.0944637374922,703.1937429426855,1456.6462094500846
19,1656.2228716662135,1482.7318933040335,1571.3996140506295,1438.7958363121336,1640.2812000163474,1952.5030827980959,1701.716248620778,2854.919310982426,1327.4916799314215,1297.1916554976533,1297.1916554976533,885.0196246312214,957.5591690620405,878.3560917973986,872.5667614913998,1047.5267222153077,871.1393231630407,87.90809037449431,1683.3555077763694,0.0,15.040560058121061,13.330888969053706,1892.0084394184435,1905.7864228693006,1935.2742770180637,2068.6257632845227,2283.3444587195386,1738.6857553542764,1902.1877600972348,1898.6163921408424,1891.628232907201,1880.702899919671,1099.1154797125293,1625.4995419282243,1620.5956338316262,1610.7897188975062,1463.8752629158507,1583.197449284069,1623.3094350744077,1506.2526702210998,1154.99582981322,1264.6121251056836,1269.1684114102763,1494.011251599383,1375.79195227364,1534.2175590259224,1088.3194904007094,1142.1768395776505,3423.173986227369,2473.865277481217,1459.8549019352047,2400.882835923419,2226.792443074869,2010.3870489533206,2083.289793929057,1930.8161795505234,1849.1589685826948,2582.657206216713,2199.784215557984,1912.7758861213426,2026.823317579693,365.10194479093576,617.238950206497,1655.4476534727078,2801.72416433536,2800.2648693045953,2166.689065458372,1491.1375610910306,1503.8874161849265,1503.3358445775953,1422.969054706414,1014.829120250485,1062.2133981747666,804.9115646481848,744.5547653880558,776.7251458087705,771.5643024619774,764.8043534315301,1070.0139510582121,802.4171220877126,804.7678642297305,826.2169342094036,793.7672993564573,1166.4657534196401,987.2965163007011,914.4310358741357,3351.8741207647636,3355.6135222832404,3349.8779865246524,1623.4437576432192,1758.3546862113376,1473.0067308497567,1623.7341693007327,906.5955186771743,1736.059465434482,1709.6039492182972,2893.1990433989076,2925.540247058536,4662.1273850305715,2940.037956077794,389.71872586659055,466.39073717563775,777.7071686510112,384.65540195089847,386.5638835189665,385.3203510095788,394.25646918687835,382.41118517315374,383.35958178187434,1785.9920087680096,1852.8473252204758,1837.685280093897,1972.6513068074319,1762.3217577603477,1921.407001691749,1875.672256085945,1748.2017652306938,1822.2568635951784,1788.6435164066174,1768.2621924466764,1148.6950616135257,1773.6947335194297,1875.8279488465114,1833.7077093952173,1819.4963993055414,1940.8325347852583,1745.5641045702205,1735.062072173562,1817.121628671557,1853.97848282637,1862.9369425281595,1665.2099616538108,1727.1560291324927,1780.8060915915964,1809.195769688438,1796.7611928827741,1780.85164329001,1769.362669872359,1750.6427915780207,1920.0533857760454,1835.0077334193238,1839.537746334456,1648.6829739814766,1851.765496192497,1837.291466794841,1689.4553777269903,1936.6012329914577,1755.449303331813,2089.5318876762826
20,1659.3192115984068,1486.4891700446055,1575.7683431357284,1441.0582755220717,1650.4750873402743,1948.969241106106,1703.4505738741254,2846.606380028943,1329.9601385473547,1301.6939966813334,1301.6939966813334,895.4030956220017,969.306998708141,888.8139807522155,882.8567509325298,1059.0079483261757,881.5234478021716,84.14291932762679,1698.3705897411744,15.040560058121061,0.0,14.05500260008927,1901.9703245746916,1915.7531133586792,1945.1511868373893,2076.3622423434963,2290.0054699191787,1747.1114051051518,1912.2012156305295,1908.5734698592728,1901.5978103022394,1890.635898676839,1105.9681016902698,1632.5674509510088,1628.1378506390863,1617.8197156445126,1470.3374647542903,1588.6038425730148,1628.8854222821615,1514.2440484414622,1164.6155505773083,1273.4939842722101,1279.2986718643454,1503.4920348132584,1384.7834724399108,1542.3416537714272,1098.5094537710613,1151.9051534353391,3431.8317972627556,2469.9798816319103,1459.8663686663992,2415.5124947801323,2240.2339723794285,2023.9535307667256,2086.240073379647,1936.4321332092793,1853.3083614456668,2584.2499684400245,2202.5935066228017,1918.2141782627655,2033.0430040292433,362.3633635332586,612.0154930689124,1664.3648449179364,2802.435141853032,2800.9673721516583,2172.580016357123,1501.953912412322,1514.7133558215376,1514.1795771512707,1433.4751350574024,1029.8097796809684,1077.1216771219626,819.3355671307623,759.282405096243,791.7386432969791,786.1964971997173,779.0380476712943,1084.4595706387747,816.5401208500814,819.3266891276219,840.7857292034729,791.3636109315493,1166.5305951616012,991.2641057325405,914.2422023889101,3362.1346908653218,3365.8727232994042,3360.107364298604,1618.4557961267822,1753.059379311307,1470.748525795356,1621.8302494207455,891.8090318215815,1734.5615453172163,1712.3831966499783,2904.3165522240934,2934.677498552741,4672.03443174181,2949.157861944523,402.9980398543141,480.0402567959294,790.4388901089543,397.54986783073423,400.02966757088666,398.5116263161579,407.4140082239187,395.4292197894601,396.5611064106768,1793.2442780189524,1859.8830848757198,1844.929473585297,1979.9921640370212,1769.0304552941298,1928.65404264806,1881.755165673634,1754.8599437645855,1829.363178962276,1795.2745000399937,1774.9641640300558,1139.4305584064418,1785.39194737756,1887.7673379137423,1846.3064213514683,1831.3549654789224,1953.1658573377993,1757.6242025849815,1748.7231519252143,1828.8760247425005,1866.0853029028592,1876.5413155209715,1678.028123903751,1740.2226692414845,1793.3161817143666,1821.0066585351844,1808.8051406317811,1793.9051037588497,1782.4509792504539,1763.5239120270155,1931.9168579303066,1846.8837555665373,1851.7055445404,1662.1563057816145,1863.70933563202,1849.9727273269693,1702.508576943433,1950.383725383513,1769.553428884709,2100.9015876569674
21,1668.806896077741,1495.499659839509,1584.3181401443212,1451.1106050668948,1653.3463381067377,1961.9885860068161,1713.8459933897877,2860.6514986025945,1339.8743948028416,1310.137718422999,1310.137718422999,898.0472835507718,970.0884153905746,891.3642442414733,885.61839599145,1060.1754479070187,884.1671588488101,96.97133743112927,1689.5772558896967,13.330888969053706,14.05500260008927,0.0,1905.1244049429458,1918.9013072996568,1948.4075885784914,2081.956577848586,2296.6278773197946,1751.9997705736494,1915.2926150868657,1911.7333420201041,1904.7425704848254,1893.82497446023,1112.4107167490888,1638.8101329166427,1633.9240689207563,1624.0981338326258,1477.1387229424006,1596.3211003304184,1636.4606244406245,1519.581994074547,1168.1818547038877,1277.893845010473,1282.2516768470432,1507.2173235151045,1389.0622340653176,1547.5439991417197,1101.3911660534825,1155.343963795051,3436.47128216882,2483.1255391015347,1471.2709777223117,2404.9262535058106,2238.0737049150393,2021.5347288222895,2095.832646880137,1943.9748126668621,1862.0279807887425,2594.739645829105,2212.2840884597467,1925.9063157139044,2040.062771063722,375.01894515103453,625.5430145218223,1668.7244965362179,2813.456269998487,2811.9934035086685,2179.887974296823,1504.0292709834498,1516.7758723441846,1516.2184824636488,1435.9551048919782,1020.7058791252226,1070.5864597842526,814.8032822866911,753.6754639267052,784.3421671037855,780.963259570517,775.0647728364189,1079.8415098635562,804.9927675828039,814.3534359176848,830.0918521396993,803.9198938939707,1177.901196323823,1000.1114943937457,925.7431573063467,3364.916913413298,3368.6566509546847,3362.9285356822697,1631.9391096584714,1766.6265015340769,1483.2587044421196,1634.1868571516081,902.0092739968479,1746.7333962158148,1722.0912344981682,2905.9771939967904,2938.7903212678584,4675.249395183342,2953.2901242736884,401.26146547102957,477.52548392209377,789.6531428867816,396.53094989728413,397.9222157287289,396.945839683013,405.90967801045343,394.18769095647474,394.97635357811845,1799.3117370427804,1866.156469548287,1851.004728403936,1985.9745573311538,1775.6081735331793,1934.7266528808782,1888.8951308448984,1761.4839831501383,1835.5698190515668,1801.923512652305,1781.5480771684347,1153.475882279517,1786.233061429896,1888.2431054651088,1845.7193694588552,1831.9542899779792,1953.019444500829,1757.9149568849139,1746.1044508306968,1829.631800467521,1866.3017796604533,1874.0435376601185,1677.0617588087268,1738.8025676954942,1792.8795929707317,1821.6779684458659,1809.1204470513514,1792.5088257028517,1780.989594276826,1762.4437439020144,1932.507778931256,1847.4564814843707,1851.8260091326097,1659.938443422771,1864.1785295514137,1849.243901461488,1701.11417991746,1947.4908596299722,1765.884319017342,2102.2140819192623
22,926.4280779838289,878.157790023815,795.9673599815354,1031.2030491989876,254.20958978120638,1757.9906682653384,1081.1782663865342,2950.4823151297146,1037.224115316435,881.5576810268475,881.5576810268475,1007.9846418130751,961.7467567840719,1015.0581461113325,1019.9882970183951,867.6851632921943,1021.8341440262857,1850.4104083961608,1563.1087562142081,1892.0084394184435,1901.9703245746916,1905.1244049429458,0.0,13.803650149715892,45.49706203383208,398.56135864815025,666.7302708013619,278.3408710610571,13.34146267889926,6.653677332463683,1.3304945268733943,12.284760570345021,871.7232951761648,486.90968839328985,438.76025002061124,497.7188087467908,629.6738431752531,682.3480240166588,652.9106202540885,473.77446869753254,738.5044265837482,643.7138074952675,623.1902931769481,404.3232484193296,533.5667253641608,442.1760788729595,804.1102057894259,750.5551177998625,1554.9018030689033,2097.7281718086483,1244.9411943157127,2228.7270667475946,838.1227515683541,775.7434589854889,1036.4819089231273,642.0080331480693,815.9816748476521,1489.174968641589,1107.6734173551133,661.8194207336364,588.1079930177827,1696.5792027573277,1692.8550727486208,284.0141963461701,1752.4907318029805,1752.4480273187257,694.5024094609762,421.3074067595212,409.87289428328853,411.3109276899301,475.6129445062421,1524.4628087095068,1289.0271435896834,1281.1481988252349,1368.9651621021667,1450.39598735718,1335.211892868521,1282.743313783283,1138.6968884266114,1765.8507568365492,1302.7560897134458,1684.2967769354186,1519.8810254454286,1270.2445396845108,1097.027247861534,1361.4462573541323,1461.5068587010974,1465.2295979001638,1459.1985777121545,1780.6942244464499,1868.7275033365813,1465.0427006046475,1459.0125879416464,2478.4899650816974,1445.122886611343,964.0137079254599,1031.8308610996426,1045.9940501365822,2770.131887138085,1060.8898365563941,1531.912628462245,1475.5800873969386,1165.126778025249,1528.5027770656864,1539.422248871705,1533.875990148715,1524.9974598280646,1532.9223980615834,1535.8847647628277,414.5570206487155,439.5542964599559,410.9025738319538,415.05079550746393,488.9255554179495,416.5357156710397,570.4113069558963,497.54764339589923,430.3952258694747,496.002631049634,488.9743843487179,2019.6264142489736,324.43354508697684,359.36487759732114,497.36223060520564,345.227031168115,451.3352548713653,398.07906833006126,755.759250823794,325.6071496364417,392.9063379251638,749.8502006110574,565.8797791320314,608.0878531372967,480.5939403580696,337.5217013122398,384.2731149826127,601.4124182382742,610.0002515751955,563.807706115352,348.8370166109876,347.1399334036154,405.54997400046085,713.9825059617592,359.8513666876018,515.8341118677538,610.4081879585223,817.9688354675176,889.5544946458538,327.71905265458076
23,933.8271491445504,887.7290631889907,804.6506221026917,1040.909249412654,267.7734681723232,1764.5621653789262,1088.1457406593656,2956.1212819754896,1047.9395974237168,893.1082130054608,893.1082130054608,1021.7308956693115,975.1889780719449,1028.7973215731772,1033.7443595264817,881.1193469967393,1035.5815247765333,1864.2115289777503,1569.747829441831,1905.7864228693006,1915.7531133586792,1918.9013072996568,13.803650149715892,0.0,33.07162502972976,394.59104869562236,661.0398383963903,287.4841480408377,8.600109579814669,7.3517049199742805,14.164969733965151,25.71464738056693,885.0680841059976,496.41628454341713,448.9555145426223,507.4426775982262,640.8403031383958,691.2726998579116,661.3027394180929,486.0399520737222,752.307216236116,657.4145838671279,636.9407280781387,418.06482083217577,547.2050666416366,454.36136259015177,817.8638020116382,764.3538655985916,1541.6968721748597,2101.605722322998,1254.3262842053853,2232.2936803956045,834.3787788500678,775.5948510056807,1038.4049746883177,644.4190556790427,820.5048988458396,1487.7788171865502,1108.3765304566743,664.6979984211237,587.9182122509782,1710.2948618867163,1706.1589162495784,296.30539988585355,1750.69729740785,1750.671345058004,692.0667185456675,434.35168517917947,422.8543775907839,424.2676554214907,489.13319126672553,1535.6211478507335,1300.1721741674069,1293.8582223718272,1381.7135749799868,1462.8156695651987,1347.9240487266668,1295.661426649358,1150.1972599711196,1777.9496982793362,1315.3961364300087,1696.2977354580446,1532.8070235047994,1281.716691271475,1109.9973072850764,1374.106222467495,1447.7032180088074,1451.4259522237955,1445.3951054635118,1789.6912896508704,1877.0785307460399,1474.4742119188822,1467.316524625703,2491.8121811201013,1452.4792152592402,970.7580784259735,1018.4270805167652,1032.6323819222862,2756.3583396461486,1047.5355249884817,1545.5629841513646,1489.141600801775,1178.50815408277,1542.1799345251516,1553.0613867735065,1547.5346773374697,1538.6534800426082,1546.593358708232,1549.5438581042142,420.4294545050002,443.3512933167807,415.18209422656514,414.85358656815686,495.1256943537602,418.0968596270646,573.8094015988142,504.0654818511548,435.11931560452456,501.51201193980995,495.02349490132286,2031.4758680613604,329.9411758183901,360.67912797861595,500.0777328174498,348.73958108093234,450.786372643437,403.81348565719446,760.5193912854623,329.3351260408124,395.02506664252854,752.3350409630623,572.4968021139117,613.1874419538789,484.78087991259974,341.48544888024287,388.39643546701063,605.3656424981447,614.1950857275486,568.5048680842747,348.38192081157956,350.041859075917,408.1481186643148,720.2940499395932,362.07970645663636,518.4576175768949,616.2897798572494,819.381652681653,894.0632799118753,319.63526092748265
24,935.6468358763633,896.0777494855828,810.332721609823,1049.5792624316646,299.02845185217524,1763.710369968797,1088.6468810474619,2952.6070642304467,1059.9901487500001,908.304475966678,908.304475966678,1051.6936702671192,1006.7666098445002,1058.8340155208468,1063.5932246084992,912.7247284206612,1065.5307953678073,1893.0560342394629,1598.3541415446236,1935.2742770180637,1945.1511868373893,1948.4075885784914,45.49706203383208,33.07162502972976,0.0,371.3501571898773,634.4320138153481,296.07616415695384,40.19792468036772,38.99928837952116,46.27017107394791,55.33694879575062,908.6243304718446,505.1517918016601,460.02833697756597,516.8341174495636,654.8504446940035,697.828001131236,666.3082804085531,504.5552498016907,781.126142476264,683.9318034670439,666.9083717636878,445.25516021644063,573.1497068618187,472.60854477006677,847.7650845863042,793.4113394830587,1509.5735800294108,2093.7679144177578,1261.8608592286744,2256.0994296071412,843.7249254390488,792.8947858346529,1026.341466266076,633.8906293071714,814.8159804378668,1468.500857281186,1093.574443956616,655.2291946824913,571.7203185884679,1736.7952401099417,1729.2818371246449,315.50197926859977,1730.5888315383033,1730.595229942577,671.1832790381304,466.7704247428362,455.355338045157,456.7985919706901,520.4869327940914,1568.5545703529926,1333.102714808111,1326.6330832833514,1414.4564577082956,1495.7709668136222,1380.6972563750546,1328.2338253693629,1183.2313470739616,1811.0025516098442,1348.2240691271509,1729.3631343687975,1553.7959951350897,1296.4277682899112,1131.312800456693,1393.8005711269889,1419.361448307503,1423.0775979277394,1416.946045485246,1795.8462036663457,1881.2559571253323,1482.073874875791,1471.4633575240036,2514.9920211067333,1453.8930327627463,970.7291061274324,995.1215349069237,1000.8809144702899,2726.8842784539947,1015.7637598653771,1576.2506691925764,1520.2752609162112,1210.2550026772249,1572.6985066779066,1583.8137619854228,1578.1719955177562,1569.3073527640306,1577.1529096031682,1580.17861953448,419.0798959079722,436.6458651164391,409.78268373778565,399.0923558302334,494.3723764864496,406.21299649877307,565.7533294987301,504.1371894500772,430.7504756372101,498.9224933959687,493.8692015751914,2047.514466925388,357.6075914916464,381.57266090658845,523.0857491268173,373.40804505066353,467.81861281146274,431.6447976163076,786.5927278411513,354.40323610392466,417.23541443772365,774.6456205247156,601.3288103610997,639.8748436303093,510.22072846162035,366.8801957216973,413.9148264767041,630.2881145574659,639.4940071984663,594.62801590846,365.97400162582875,373.7185415067977,431.1481488601875,748.6373994314968,384.5818337652383,541.2770227677618,644.1011629706959,839.6854012648294,919.6780338949402,318.9037113003873
25,734.2080672480051,769.7338672449483,662.9322511795161,914.4642715893132,566.1755197326007,1507.3684452090122,864.0665032956761,2664.990627909815,963.5610819409981,862.5650162523203,862.5650162523203,1219.3415789927008,1215.1602556801872,1227.754981317795,1228.274843053254,1125.977751033805,1232.2695349448009,2013.3072067852272,1955.9407576112628,2068.6257632845227,2076.3622423434963,2081.956577848586,398.56135864815025,394.59104869562236,371.3501571898773,0.0,275.89302608817957,344.9444735626148,403.150866549104,395.4908717813653,399.88767198673537,398.3674175041083,975.1689110352885,453.01592212528516,448.9507514577797,468.4050363504101,627.6193672709188,576.066570982214,532.4708007651702,563.3206586325796,942.6378102386312,816.7189064772159,859.6104485621198,624.4215154568042,712.2874329401519,536.8851961311888,1025.1538913202392,958.3142149550171,1368.1493324084047,1779.9232713846625,1102.3286046499459,2626.8648553157864,1189.8804430004288,1160.1506360711842,697.0958098977779,339.7525388481714,548.1253389036729,1101.6254674240217,746.4172083350362,368.59414036061696,233.51186792947905,1815.36745336808,1752.5060198648202,447.18805260785376,1361.6752844200662,1361.741173945298,302.71178678172595,733.905162014842,726.1271866326332,728.3640741778331,755.8537123708455,1861.0192428969144,1628.1883494421998,1570.2005990321284,1654.5840541036312,1749.066666266299,1623.1483966715207,1561.4755161436105,1471.234691483651,2072.9211918010874,1594.561889881203,1995.5276797513145,1550.238608842446,1219.1741700686255,1150.2578124609824,1377.6045043425866,1392.8536655900812,1396.2886902579748,1388.1593558491786,1605.7190261230003,1669.683829261497,1315.0327523771489,1268.5964582112563,2525.503868620357,1224.630117515539,747.7774995805785,1079.682372293506,899.2884179137841,2648.8624370060347,912.2741222334332,1744.4923717689067,1701.343980391959,1416.5726594945234,1736.8137114646022,1753.5339049940983,1745.1097772790788,1736.848165193491,1742.180919760642,1747.0099534143917,291.513504422546,239.53262572563375,242.31532306853535,113.61601350164155,340.14460546217555,164.87412845564424,308.84603303472323,355.6931575760743,263.37432320819227,322.37416141121827,335.31880772666256,1965.355889435309,722.3833294290281,752.8367960546506,894.2231237877262,743.3304468105432,835.9407269602574,795.5546566144386,1154.1585312147447,723.8949992907887,788.5537275031912,1145.987405722443,960.6090554769975,1006.2214169849833,879.1344973847202,735.9604207290391,782.7866956940538,999.8738761472689,1008.5487821444461,962.2812069141709,735.2907121861933,744.4535474482117,802.2596576844774,1109.3462620915611,755.8340029497945,912.4865374449114,1007.182807391968,1210.3758961882309,1288.075434675272,646.4234953644944
26,791.654688526983,885.0833609672386,776.1200601606305,1009.1515124396667,841.1868908166168,1456.3760391159458,883.9615488859895,2558.2240134066883,1082.5816420375797,1021.756091923431,1021.756091923431,1460.4181380598422,1469.360701805221,1469.1057683291847,1468.131681880395,1382.8995921974315,1472.7692640295418,2222.491632922439,2228.884621920604,2283.3444587195386,2290.0054699191787,2296.6278773197946,666.7302708013619,661.0398383963903,634.4320138153481,275.89302608817957,0.0,605.5947657475384,669.6322772666264,662.9242952039243,668.0328506643134,668.0046168954391,1184.3559830570482,660.1797933330229,674.2228225062718,674.3928396145807,820.0038485742907,721.3126379592189,677.3954641714624,798.3139698684153,1188.58108680929,1058.3416102281683,1116.6873810420818,886.6693919110782,960.7957859019474,776.3902660537661,1273.7114430803379,1204.8340521602693,1215.2003415571942,1651.5980229235904,1163.6413801615367,2887.4340217693994,1410.0974751344772,1405.5397899851882,593.5348182157117,386.45922718955427,566.308748922851,884.1653640159325,599.8334241085942,413.64337166895945,265.75805889157346,2006.7341660301474,1914.9759182472487,711.5531495509938,1132.4436637700148,1132.7721164104428,169.7561915311969,1006.9471309318899,999.629830345421,1001.921412560815,1024.2373337732995,2132.1687579829695,1900.3315201939936,1830.8502445551583,1913.69882167476,2011.3518655867658,1883.1337427165843,1819.2451419259912,1742.5920054350304,2336.2508581590428,1855.8146323593826,2260.2658799865167,1701.9087474918774,1336.1017059953276,1328.4394522193263,1527.0735767102428,1325.1687531529753,1328.2350017298497,1318.9820232323257,1617.8013845504825,1659.7958815269342,1358.575918834542,1282.0063562461637,2668.417930672098,1214.136147627528,782.3385638152744,1113.2593907900198,807.6277038012192,2514.9057759092466,817.725194402775,1977.8368897457842,1940.1704646052237,1667.4835116199752,1968.587513933858,1987.3667170729339,1977.9247645495802,1969.9998200284547,1974.2607816700663,1979.7604001609766,504.82432582819325,434.02632125000565,454.01680493377245,328.143872273863,521.0488320137863,372.8083184034758,417.0142415789538,535.1474090510765,465.69516363870065,494.73862762162094,515.0999122785506,2055.183161673322,990.9587371734843,1011.1489602233682,1155.1877851876886,1007.5712358852425,1085.9417066500532,1064.751003851786,1421.0243381601013,988.7430438004948,1048.6942636684043,1404.4045952437243,1232.1463643506495,1274.1143518629244,1144.5897606031945,1001.2867850392291,1048.3272315924196,1264.3427604152089,1273.7636113199858,1229.0497150887666,988.5269271346579,1007.1891827252743,1063.6444493261106,1380.5354031259228,1016.6844729342682,1173.0067539082063,1277.1354514526931,1463.4093625762305,1554.0161283461607,871.0304224233168
27,652.3029200951404,600.4313415524388,517.8441644139116,753.7811990242263,269.24714816195575,1487.0581363976733,808.9847167925939,2684.5763006254083,764.9245064450781,618.9942992907338,618.9942992907338,877.4433902956807,870.2247150287909,885.711149152825,886.8984405315077,781.2853949243391,890.5851153587071,1687.420276797176,1682.8110149719164,1738.6857553542764,1747.1114051051518,1751.9997705736494,278.3408710610571,287.4841480408377,296.07616415695384,344.9444735626148,605.5947657475384,0.0,291.37157525588646,281.7452001719036,279.1335283482217,267.7857133912914,661.804241159419,209.19357174424525,165.3559657888933,220.7587932026644,364.2577789689489,404.0315327945076,375.4527123294345,239.1351681116354,599.6715715900947,476.9916899372017,514.7954382218796,281.2774905464431,369.4756405880192,208.28218330428504,681.0465363257222,615.0571415286713,1685.2033333502727,1847.4418678917243,966.858926116689,2397.9104855663973,1097.8569244595615,1006.6094280916535,816.4120597574718,427.9481971327029,566.8741320887077,1312.8726582986553,904.039626073896,439.42557218053315,423.6854755029572,1505.0288717840776,1470.3145845151041,106.80906916365149,1579.941013610334,1579.6184404445778,563.1119062733269,413.1758829868361,408.0299171384558,410.5255235513319,420.36528377837675,1528.9328511820338,1298.775906090495,1226.8708636822844,1310.6805101651387,1406.6302794855383,1279.555855895566,1217.1419764265358,1140.0766687210496,1731.1986302739144,1251.5253585220746,1654.8250385801152,1283.25757322219,1004.9352659999316,865.3958966941194,1117.7800315664006,1655.5969000299224,1659.2203128219496,1652.1402495437128,1502.3537254642742,1590.947048197581,1187.0223499071974,1181.3692400902241,2253.91111640915,1170.5065069519605,693.5118245501242,1267.8950874542252,1194.1999324937854,2944.2208338421588,1208.2979526749127,1404.7186862314404,1359.2820582125782,1071.720952591668,1397.8304242667778,1413.5089957686307,1405.590054939649,1397.1847409444342,1403.030538405141,1407.517170115084,166.15233417913137,222.43590535584326,190.1954231117978,280.21160218850247,230.1147551074478,246.38175805155046,345.6621855177947,234.7031163710044,198.57141205426328,245.6252203851069,232.00839916697703,1758.0218617426135,514.9252745952666,590.3684983234974,706.4047038841717,556.2300144262838,693.5870713899637,576.8427179948726,926.296277011111,536.2796428966651,614.3280474796436,951.9883363785027,716.3595083250757,780.0983031778295,672.9512509534233,544.4476288717132,584.9084649485947,789.9883922042749,794.884798624623,744.1252503219114,594.4665330131652,564.2324057017493,621.3124715071798,861.0084047699141,582.4985705641765,724.9804213749928,770.1577798267851,1031.3333690690204,1059.6714750616952,605.7633113145837
